User Message,Full Convo
"Greetings,
  
  My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
  
  Please let us know if this can be answer by email instead.
  
  Cordially,
  {lead_first_name} {lead_last_name}
  E. {email}","Example 17: {agent_name} shares the details of the quote request with a prospect.
 

 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 Greetings,
  
 My colleague forwarded this information to my attention. 
  
 Please let us know if this can be answer by email instead.
  
 Cordially,
  {lead_first_name} {lead_last_name}
  {email}
 

 Assistant:
 Hi {lead_first_name},
  
 Someone from your team created an account on Reposite under {email} (don’t worry it could have been a while ago or an old colleague, happens all the time). 

 To answer this request, you can log in with {email} and use the reset password function or you can add another email to your existing account by going through our very abbreviated sign up flow. Please go to this <a href={signup_link}> link </a> and sign up under suppliers with a new email and password. For organization name, be sure to enter {supplier_name} exactly as it is here so that you are added to the existing account. From there you'll be able to navigate to the quotes dashboard and respond to this request.  
 
 Since Reposite is a new tool for you, you can check out our <a href={membership_link}> membership page </a> and this short <a href={demo_link}> demo </a> of the platform to get a better idea of what we do! 
 
 Please let me know if this information was helpful or if you'd like to schedule a brief call to go over anything live!
 
 Best,
 {agent_name}"
"{agent_name}, 
 

 Yes I'm very much that person indeed! I've been dealing with some personal family issues as of late that have finally come to rest.  
 My business is growing quite rapidly and I;ve been burning the candle at both ends. i've already set aside some time to follow up on your opportunity in a much more professional manner sometime this afternoon, 
 

 Best Regards,
 {lead_first_name}","Example 36: {agent_name} urgest prospect to reply quickly.
 

 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 {agent_name}, 
 

 Yes I'm very much that person indeed! I've been dealing with some personal family issues as of late that have finally come to rest.  
 My business is growing quite rapidly and I've been burning the candle at both ends. i've already set aside some time to follow up on your opportunity in a much more professional manner sometime this afternoon, 
 

 Best Regards,
 {lead_first_name}
 

 Assistant:
 Hey {lead_first_name},
 Thanks for getting back to me!
 Glad to hear that you are available and able to get a quote back to {reseller_org_name}. I would definitely encourage you to get a quote back as soon as you can. The data shows that booking conversion increases by 50% when responses are sent within the first 24 hours so I wanted to make sure you have an opportunity to secure this business and get the most out of your Reposite experience! 
 Please let me know if I can help you with anything!
 {agent_name}"
"I received the notification. Wasn't able to login. If you'll send over their contact info, I'd be glad to reach out. 
 

 {lead_first_name} {lead_last_name}","Example 45: {agent_name} explains that prospect has to respond within the platform.
 

 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 

 I received the notification. Wasn't able to login. If you'll send over their contact info, I'd be glad to reach out. 
 

 {lead_first_name} {lead_last_name}
 

 Assistant:
 

 You can reset your password from <a href={login_link}> here </a>. Unfortunately, the only way to communicate directly with the planner and be considered for the group would be through the platform. 
 

 For a little more context as to why this is so important - we work with thousands of corporate meeting planners, destination management companies, incentive groups, etc, and serve as their all in one workspace. The platform offers planners a full suite of tools from creating trips, sourcing new vendors, requesting quotes, and building proposals. They essentially spend their entire day within the system running their business. The point being that having quotes/proposals live outside the system is actually counterintuitive to their workflow!
 

 In addition to that the great part is that once you are all set up you can actually reply to the new leads directly from your inbox since we integrate with your email, so you don't have to login each time a new request is sent your way.
 

 Is there any additional information I can provide to help you get pricing back to {reseller_org_name} for this request?
 

 {agent_name}"
can't do it,"Example A: {agent_name} encourages user to respond even though they are booked.
 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 

 Hi {agent_name},
 

 We are all booked up on those dates. Keep us in mind for future groups.
 

 Best,
 {lead_first_name} 
 

 Assistant: 
 Hey {lead_first_name},
 

 Completely understand. Even though this specific group doesn't make sense, I still highly recommend responding just to build the relationship - {reseller_org_name} plans a lot of events/trips in the area, and are looking for long-term supplier partners.
 

 If you are looking for a consistent flow of future groups, it might be worth checking out our <a href={membership_link}> membership plan </a> and this short <a href={demo_link}> demo </a> of the platform to get a better idea of how we can help!
 

 {agent_name}"
I'll get to it,"Example B: {agent_name} encourages user to respond within 24 hours.
 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 Yes, this lead is relevant. Thanks for the reminder {agent_name}. We’ll get to it when we can.
 

 Assistant:
 Hey {lead_first_name},
 Thanks for getting back to me!
 Glad to hear that you are available and able to get a quote back to {reseller_org_name}. Totally understand you are busy, I'm only reaching out because the data shows that booking conversion increases by 50% when responses are sent within the first 24 hours so I wanted to make sure you have an opportunity to secure this business and get the most out of your Reposite experience! 
 Please let me know if I can assist any further.
 {agent_name}"
what is Reposite,"Example C: {agent_name} reiterates what Reposite is and encourages user to respond.
 Assistant:
 Hey {lead_first_name},
 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 Cheers,
 {agent_name}
 User:
 I’m not sure what you are talking about, what request?
 Assistant:
 Happy to provide some additional context. At some point, {email} created an account for {supplier_name} on Reposite but it may have been a while ago!   
 For your reference, Reposite is a marketplace connecting travel & event professionals to sought-after suppliers like yourself. Through Reposite you can gain access to thousands of new travel & event planners who are planning trips and events in your area. You can log in to respond directly to them <a href={login_link}> here </a> and then navigate to the quotes dashboard. 
 Is there any additional information I can provide to help you get pricing back to {reseller_org_name} for this request?
 {agent_name}"
I responded already,"Example D: {agent_name} thanks user for responding to the planner within the platform.
 Assistant:
 Hey {lead_first_name},
 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 Cheers,
 {agent_name}
 User:
 Hi {agent_name}. Yes, I sent a quote to {reseller_org_name}. What else do you need from me?
 Assistant:
 Perfect, that’s great to hear and my apologies for following up without checking! 
 

 Considering your interest in working with these types of groups, it’s worth mentioning that you are currently on our Basic Plan which requires no upfront cost. I recommend upgrading to our <a href={membership_link}> membership plan </a> to receive consistent group requests like this one. More importantly, the membership plan offers unlimited access to our Discover tool to allow you to find and connect with professional planners who consistently plan meetings, events, and leisure travel itineraries in your city. You can also check out this short <a href={demo_link}> demo </a> of the platform  and our membership benefits <a href={membership_link}> page </a>.

 If you’d like to set up a time to discuss further, you can reply with your availability or book at time on the <a href={calendar_link}> calendar </a> that works best for you.
 
 {agent_name}"
we're booked,"Example E: {agent_name} encourages user to respond even though they are unavailable.
  Assistant:
 Hey {lead_first_name},
 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 Cheers,
 {agent_name}
 User:
 Hi {agent_name}, we are all booked up on those dates.
 Assistant: 
 Hey {lead_first_name},
 Completely understand. Even though this specific group doesn't make sense, I still highly recommend responding just to build the relationship - {reseller_org_name} plans a lot of events/trips in the area, and are looking for long-term supplier partners.
 How does that sound?
 {agent_name}"
unsubscribe,"Example F: {agent_name} urges response when user requests to be unsubscribed
 Assistant:
 Hey {lead_first_name} ,
 I saw you just set up an account for {supplier_name} on Reposite! Congrats on being invited by {reseller_org_name}.
 Have you had a chance to respond to this request?
 {agent_name}
 User:
 Hi {agent_name},
 The platform won't work for us - it's a lot of double handling so can I please request you remove us from this? 
 Thanks
 Assistant:
 Hi {lead_first_name},
 Yes, of course we can remove you from the platform. I understand that it might be a new way of operating for {supplier_name} but there’s definitely a ton of opportunity to connect with planners like {reseller_org_name} who work with a lot of groups each year.
 Considering you already have an account, would it be worth responding to this one and potentially earning the booking before making a decision to remove your account?
 {agent_name}"
wasn't able to log in,"Example H: {agent_name} helps user who is having issues logging in.
 

 Assistant:
 Hey {lead_first_name},
 
 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 
 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 
 Cheers,
 {agent_name}
 

 User:
 I received the notification. Wasn't able to login. If you'll send over their contact info, I'd be glad to reach out. 
 {lead_first_name} {lead_last_name}
 

 Assistant:
 Hi {lead_first_name},
 
You can reset your password from <a href={login_link}> here </a>. If that doesn’t work, please reach out to premiumsupport@reposite.io. Separately, if you are interested in our current membership offer, you can check out our member benefits page <a href={membership_link}> here </a> or book at time on the <a href={calendar_link}> calendar </a> that works best for you to connect with the team.
 
{agent_name}
"
commissionable rate,"Example 21: {agent_name} confirms commission
 

 Assistant
 

 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 Is there a commission?
 

 Assistant:
 

 Hey {lead_first_name},
 

 At the moment, you are on our free Basic Plan. On the basic plan lead generation isn't included, so if you'd like to get more requests or connect with our expansive network of planners I recommend upgrading to our <a href={membership_link}> membership plan </a>. Beyond just inbound requests, the membership plan offers unlimited access to our Discover tool to allow you to find and connect with professional planners who consistently plan meetings, events, and leisure travel itineraries in your city.
 
If you choose not to upgrade to our membership plan, you are able to maintain your free profile but you will not have access to the business development tools that the platform offers (i.e. the Marketplace and the Discover tool). You may receive a lead from time to time, but only when Reposite’s current network of suppliers in your area cannot fulfill the request, as was the case in this instance.
 
To learn more, check out this short <a href={demo_link}> demo </a>, our member benefits <a href={membership_link}> page </a>,  or book at time on the <a href={calendar_link}> calendar </a> that works best for you.
 
Best,
 {agent_name}"
yes,"Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 

 

 

 User:
 yes
 

 Hey {lead_first_name},
 

 Great! For some additional context, {reseller_org_name}, is planning a trip for a group of {group_size} customers in {destination} on {trip_dates} and thought your services might be a great fit.
 

 To view this request and respond, you can have them log in <a href={login_link}> via this link. </a>  
 

 Is there any additional information I can provide to help you get pricing back to {reseller_org_name} for this request?
 

 Best,
 {agent_name}"
urgency,"Examples 23: {agent_name} encourages user to respond within 24 hours and sends membership details.
 

 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 Hi {agent_name},
 

 Sure we can get to that by the end of this week. Can you remind me again what your company does and how much it costs?
 

 Assistant:
 

 Hi {lead_first_name},
 

 That’s great to hear! I would definitely encourage you to send that over as soon as you can. The data shows that booking conversion increases by 50% when responses are sent within the first 24 hours so I want to make sure you have the best opportunity to secure this business and get the most out of your Reposite experience. Reposite is a powerful marketplace connecting professional meeting and event planners to suppliers like yourself. For the planners, we make it easy for them to find any supplier that they need without having to do the research or outreach. For suppliers like you, we give you the opportunity to connect with thousands of professional planners in addition to capitalizing on live leads in your area. 
 

 At the moment, you are on our Basic Plan which requires no upfront cost. I recommend upgrading to our <a href={membership_link}> membership plan </a> to receive more consistent group requests like this one. More importantly, the membership plan offers unlimited access to our Discover tool to allow you to find and connect with professional planners who consistently plan meetings, events, and leisure travel itineraries in your city.
 

 It’s just {price} per year to receive all relevant RFPs directly to your inbox, unlimited access to our Discover Tool for outbound prospecting, and networking opportunities for our members.
 

 You can also check out this short <a href={demo_link}> demo </a> of the platform to get a better idea of how we can help drive more group bookings to {supplier_name}.
 

 If you’d like to set up a time to discuss further, you can book at time on the <a href={calendar_link}> calendar </a> that works best for you.
 

 {agent_name}"
"User:
Hi {agent_name},

{supplier_name} does currently have availability for {reseller_org_name} request.  We do not however have a relationship with Reposite.
 
Best regards,
{lead_first_name}","
Example 24:

Assistant:
Hey {lead_first_name},

I saw that your Reposite profile just sparked some new interest! A planner ({reseller_org_name}), just sent you a new quote request - they're looking for {category} suppliers in {destination} but have a tight turnaround.

Could you reply to them today on whether or not you have availability? 

Cheers,
{agent_name}

User:
Hi {agent_name},

{supplier_name} does currently have availability for {reseller_org_name} request.  We do not however have a relationship with Reposite.
 
Best regards,
{lead_first_name}


Assistant:
Hey {lead_first_name},

Thanks for confirming availability for {reseller_org_name}'s request at {supplier_name}. I appreciate you getting back to me.

Regarding your relationship with Reposite, I can help clarify this for you. {supplier_name} was set up on Reposite — it could have been by another member of your team or a long time aga - but the platform is used to connect businesses like yours directly with our network of planners to help drive more group bookings.

In order to be considered for this group, you'll need to log in to your Reposite account <a href={login_link}> here </a>.  

If you have any further questions or need assistance signing into your account, please do not hesitate to reach out.

Best,
{agent_name}
"
"User:
{agent_name}

I have never heard of you and I am not sure why am getting a request for services through your platform as we are not registered on it. 

We will ignore it","Example 25: {agent_name} responds to someone with an account who isn’t interested in Reposite.

Assistant:
Hey {lead_first_name},

I saw that your Reposite profile just sparked some new interest! A planner ({reseller_org_name}), just sent you a new quote request - they're looking for {category} suppliers in {destination} but have a tight turnaround.

Could you reply to them today on whether or not you have availability? 

Cheers,
{agent_name}


User:
{agent_name}

I have never heard of you and I am not sure why am getting a request for services through your platform as we are not registered on it. 

We will ignore it

Assistant:
Hi {lead_first_name},

No problem at all if you aren’t interested but you do have an account with us, maybe you signed up a long time ago or it was a previous employee?

We thought that you might be a good fit for this request and wanted to make sure you had the opportunity to respond. You can view all of the quote details and respond, you can sign in to your account <a href={login_link}> here </a>.

If you change your mind, feel free to check out this short <a href={demo_link}> demo </a>, our member benefits page <a href={membership_link}> here </a>,  or book at time on the <a href={calendar_link}> calendar </a> that works best for you.

Sounds like this isn't a good fit but just figured it was worth giving you all the information, best of luck!

{agent_name}
"
