User Message,Full Convo,
"Hi {agent_name} -
  Please direct all group reservations to myself at manager@baobrewhouse.com 
  Thank you,
  {lead_first_name} {lead_last_name}","Example 11: {agent_name} pitches a membership upgrade to a supplier.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 Hi {agent_name} -
  Please direct all group reservations to myself at manager@baobrewhouse.com 
  Thank you,
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Awesome - will do, and it's great to be connected! Wanted to make sure that you saw the quote request from {reseller_org_name} -they're looking for a {category} for a group of {group_size} in {destination}. It was originally sent to {email}, but you can view it and all the details directly in the platform by registering via this <a href={nmqrurl}> link </a> . 
 

 There’s no cost to sign up for our basic plan, create your profile, connect to existing partners, and respond to this lead within Reposite. From there, I'd recommend checking out our <a href={membership_link}> membership page </a> and this short <a href={demo_link}> demo </a> of the platform to get a better understanding of Reposite and how we can help expand your network of planners and drive more group bookings.  
 

 Do you use any other platforms today that help attract new group business?
 

 Best,
 {agent_name}",7/29 - good
"{agent_name}, 
  Hey, just getting back into town. Apologies on the delayed response. Did I at some point sign up for Reposite or do you guys search for specific vendor types in a given area? 
  I popped over to the website and saw the request come through, we can totally put something together for them. We have a couple different cocktail classes we put together that are an absolute blast every time.  
  Can you help me with next steps? 
  Cheers,
  
 

  {lead_first_name} {lead_last_name}
  {supplier_name}","Example 12: {agent_name} encourages a user to become a full member.
 

 Assistant:
 Hey {lead_first_name} -

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 
 Are you the right person at {supplier_name} that handles group reservations?
 
 Cheers,
 {agent_name}
 

 User:
 {agent_name}, 
  Hey, just getting back into town. Apologies on the delayed response. Did I at some point sign up for Reposite or do you guys search for specific vendor types in a given area? 
  I popped over to the website and saw the request come through, we can totally put something together for them. We have a couple different cocktail classes we put together that are an absolute blast every time.  
  Can you help me with next steps? 
  Cheers,
  
  {lead_first_name} {lead_last_name}
  {supplier_name}
 

Hey {lead_first_name} - 

Thanks for getting back to me, happy to provide some additional context for you:

One of the planners using Reposite, {reseller_org_name}, is looking for a {category} for their group. After doing some research, we thought you looked like a great fit so we figured we’d give you the opportunity to respond with a quote.  You are not currently on our platform yet but you can claim your account <a href={nmqrurl}> here </a> and after inputting your basic information, the request will be in your quotes dashboard. 

Reposite actually offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! If it books, there is a commission owed to Reposite.

We've helped brands like the Hard Rock, Rosa Mexicano, Topgolf, Standard Hotels, Carmine's, STK, Pinstripes, Live Nation and more connect with professional planners who book large meetings, corporate outings, and leisure group itineraries. On the planner side of the platform we work with brands like ConferenceDirect, Global Travel Collection, Meetings Made Easy, Amex Global Business Travel, and more to streamline the group planning process from A to Z. 

Please don’t hesitate to reach out if you have any issues creating your account.

Cheers,
{agent_name}


 User:
 {agent_name}, 
  So to be honest, I don’t 100% understand how I got connected with you guys, example how I got onto your platform initially without setting it up. That said, I did look at it, it seems reputable so I set up a cocktail class portal on there to see if there’s any traction. 
  I am happy you guys have a free tiered option, and I also totally understand that the main goal is to get people into the premium tier. I am apprehensive because a few years back I got burned pretty bad with WeddingWire. They tricked me into signing up by sending a fake request right after I signed up which gave me a false affirmation that I made a good decision. In the 6 or so months I was on their premium tier I didn’t get a single real lead and it cost a lot of money. This feels a little bit the same, so if/when I get any type of real traction i’ll be comfortable with looking at pricing for higher tiers. I’m excited at the prospect!! 
  Cheers,
  {lead_first_name} {lead_last_name}
  {supplier_name}
 

 Assistant:
 Hey {lead_first_name}, 
  
Thanks for your honest feedback! We understand how crucial it is to build trust with our members. At Reposite, our mission is to facilitate valuable connections between vendors, like {supplier_name}, and our extensive network of travel & event planners. We strive to foster long-term partnerships that lead to repeat business for your company. We're not a public listing site, so through Reposite, you'll be connected with trusted and vetted planners that can bring you a consistent group business. 
  
 That said, can I help point you towards any other resources or information to better understand how Reposite can benefit your business? 

If you’d prefer to meet with a team member, you can book a time that works for you on the <a href={calendar_link}> calendar </a>.

 Cheers, 
 {agent_name}
 

 User:
 I have gotten messages from multiple people, I don’t know who my representative would be. The newest person is Tim Cotter. Happy to provide honest feedback, us business owners tend to be that way sometimes! 
  Can you tell me about the commissions you mentioned below?
  {lead_first_name} {lead_last_name}
  {supplier_name}
 

Assistant:
Hi {lead_first_name}, 

Thanks for your response and your willingness to share honest feedback - it's greatly appreciated and helps us constantly improve! Great question, you may have heard from both our marketplace health and supplier partnerships team, anyone from the team should be able to help!

Bookings that happen on the basic plan incur a 15% commission.

If you are looking to expand your network and drive more custom groups and private events, you'd want to upgrade to a membership, for just {price} for the year, no additional fees or commissions. This will give you access to all relevant leads in your market, in addition to our prospecting tool, Discover, which allows you to filter through Reposite's network of professional planners who send business to your city.

 Are there specific goals you have in mind for your group business in the coming months? 
 
 Best, 
 {agent_name}
 

 User:
 Ok got it. So a membership would waive a 15% commission among having other benefits. It sounds like premium tiers have a head start as well. I’ll stay in the ecosystem to see what kind of traction if any I can generate by posting on Reposite. The big difference from free to premium here will be the motivation to maximize any connections that are made vs getting no movement in which case there would be no motivation to move up. Hope that makes sense. 
  My goal moving forward especially with your platform would be to sell cocktail classes and be available for any craft cocktail/mixology catering events that are needed. That’s what we do and we do it very well! Hoping i’m able to provide these great services to people looking for exactly that!
  {lead_first_name} {lead_last_name}
  {supplier_name}
 

 Assistant:
Hey {lead_first_name}, 
 
Yes, exactly, that’s spot-on! 

If you would like  to move forward with membership, you can purchase the annual subscription <a href={buy_link}> here </a>.

 Cheers, 
 {agent_name}
",7/30 - BH update
"Hi {agent_name}, 
  
 

  Thanks, yes I am the correct contact for group reservations. 
  I was concerned about your quote email from 9/20/23 .... worried it was spam and did not want to click on links. 
  
 

  I tried calling the phone # of Anand 646 688-0433 and have left messages. 
  
 

  Please text me at 435 649-1674 and will call you right back.  
  
 

  I hope it works to play music for you! 
  
 

  Thanks, 
  {lead_first_name} {lead_last_name}","Example 13: {agent_name} reassures a prospect that the quote request is genuine and pitches membership.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 Hi {agent_name}, 
  
 

  Thanks, yes I am the correct contact for group reservations. 
  I was concerned about your quote email from 9/20/23 .... worried it was spam and did not want to click on links. 
  
 

  I tried calling the phone # of Anand 646 688-0433 and have left messages. 
  
 

  Please text me at 435 649-1674 and will call you right back.  
  
 

  I hope it works to play music for you! 
  
 

  Thanks, 
  {lead_first_name} {lead_last_name}
 

 Assistant:
Hey {lead_first_name}, 
  
  Great to hear from you and I'm glad you're the right person to discuss group reservations with. 
  
 No worries, I can understand why you'd be cautious in this day and age, this is why we built Reposite. In order to get in touch with the planner directly, you'll want to view the details by registering using this <a href={nmqrurl}> link </a>. If you are interested in driving more requests like this one and connecting to our network of over 100,000 planners, you can check out our membership overview <a href={membership_link}> here </a> .
  
  Cheers, 
  {agent_name}",7/29 - BH updated
"Hi {agent_name},
  Thank you for reaching out, yes this is the best email to reach us at! I sent information back to the client but I am waiting to hear back from them still. I met with Brenden and Anand from your team the other day and they got me all caught up on your platform!
  {lead_first_name} {lead_last_name}
  {supplier_name} {email}","Example 14: {agent_name} encourages the prospect to sign up for the membership after talking with a team member and differentiates between Open Table and Reposite.
 
 Assistant:
 Hey {lead_first_name} -

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!

 Are you the right person at {supplier_name} that handles group reservations?
 
 Cheers,
 {agent_name}
 

 User:
 Hi {agent_name},
  Thank you for reaching out, yes this is the best email to reach us at! I sent information back to the client but I am waiting to hear back from them still. I met with Brenden and Anand from your team the other day and they got me all caught up on your platform!
  {lead_first_name} {lead_last_name}
  {supplier_name} {email}
 

 Assistant:
 Hello {lead_first_name},
 

 Thanks for your quick response and taking the time to meet with the team! I'm excited to hear you're getting acquainted with Reposite. 
  
 Just in case you have not already, please feel free to take a look at this short <a href={demo_link}> demo </a> of the platform and our Membership Overview <a href={membership_link}> page </a>. If you decide to move forward, you can purchase the subscription <a href={signup_link}> here </a>.
 
 Please let us know if you need anything!
 
 {agent_name}
 

 User:
 Hi {agent_name},
  I spoke with our team and they approved me to sign up for the Membership once it looks like we will get a booking. For now, we will wait it out and see what comes our way. We primarily market with OpenTable for standard dining and directly to other local DMCs and concierges right now, but we are not using any formal platforms to do so.
  {lead_first_name} {lead_last_name}
  {supplier_name} {email}.

Assistant:
Hey {lead_first_name},

Great to hear you are considering upgrading to the membership.

Basic plan users can maintain a free profile on the platform that is shareable with their existing network of planners. In other words, if you already have great connections with corporate meeting planners, travel agents, tour operators, etc and you want a tool for managing those relationships more efficiently, you can use Reposite to give your partners updates on pricing, menus, new offerings, etc. from one centralized workspace. Bookings that happen on the basic plan incur a 15% commission.

If you are looking to expand your network and drive more custom groups and private events, you'd want to upgrade to a membership, for just {price} for the year, no additional fees or commissions. This will give you access to all relevant leads in your market, in addition to our prospecting tool, Discover, which allows you to filter through Reposite's network of professional planners who send business to your city.

I also want to make one important distinction between Reposite and booking platforms like OpenTable - at Reposite, our mission is to facilitate valuable connections between vendors, like {supplier_name}, and our extensive network of travel & event planners. We strive to foster long-term partnerships that lead to repeat business for your company. We're not a public listing site, so through Reposite, you'll be connected with trusted and vetted planners that can bring you a consistent group business. 
 
 If you would like to jump on a quick call to walk through the difference between the free and paid plans, you can book a time that works for you on the <a href={calendar_link}> calendar </a>.

If you decide to move forward, you can navigate to this <a href={buy_link}> link </a> to purchase the annual subscription. 

{agent_name}
",7/30 - BH update
"Hello, 
  Yes, I am. However, we have never signed up for Reposite nor are we affiliated with said company. 
  I am not aware of any new reservations through Reposite? 
  {lead_first_name} {lead_last_name}","Example 15: {agent_name} clarifies what Reposite is and encourages a prospect to sign up.
 
 Assistant:
 Hey {lead_first_name} -
 
 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 
 Are you the right person at {supplier_name} that handles group reservations?

 Cheers,
 {agent_name}
 

 User:
 Hello, 
  Yes, I am. However, we have never signed up for Reposite nor are we affiliated with said company. 
  I am not aware of any new reservations through Reposite? 
  {lead_first_name} {lead_last_name}
 
Assistant:
Hi {lead_first_name}, 
 
Thanks for getting back to me and I’m happy to provide a little more context:

One of the planners using Reposite is looking for a {category} for their group and after doing some research we thought you looked like a great fit so we figured we’d give you the opportunity to respond with a quote. 

Meeting & event planners leverage Reposite as their all-in-one workspace to discover new suppliers, organize their trips & quotes, & build their itineraries. When they're planning trips, they’re able to research {category} suppliers and request quotes. You were invited to Reposite from one of these quote requests.
 
You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a>.  If you are interested, you can check out the details of our membership <a href={membership_link}> here </a> and this short <a href={demo_link}> demo </a> of the platform to see what Reposite is all about.

Please let me know if you have any further questions.
 
 Cheers,
 {agent_name}


 User:
 Hello,
  Thank you for your response. 
  We are definitely interested and will look into it.
  
   {lead_first_name} {lead_last_name}
 

 Assistant:
 Hi {lead_first_name},
 

Awesome! If you haven’t already,, you can respond to {reseller_org_name} <a href={nmqrurl}> here </a> and then to unlock the full benefits, you can upgrade to our membership plan at any time using <a href={membership_link}> this link </a>. 

 Cheers, 
 {agent_name}
",7/30 - BH update
"Good morning {agent_name}, yes is very relevant to my business , can you help me and let me know how this works with Reposite?","Example 16: {agent_name} clarifies what Reposite is and encourages a prospect to sign up.
 

 User:
 Good morning {agent_name}, yes is very relevant to my business , can you help me and let me know how this works with Reposite?
 

 Assistant:
Good morning {lead_first_name},
 

 Certainly, I'd be happy to explain how Reposite works!
 

 Reposite is a platform where suppliers like {supplier_name} can showcase their services to travel and event planners. 
 

 {reseller_org_name}, a travel planner we work with, initiated a group reservation request for a trip in {destination}. You can see the details and respond to this request directly through Reposite via the following <a href={nmqrurl}> link </a>.
 

 There’s no cost to sign up, create your profile, and respond to this lead within Reposite. We do charge a commission on successful bookings but through our <a href={membership_link}> Membership Program </a>, you receive all matching inbound leads with all commissions waived. You also gain full access to our network of planners, networking events, and virtual meet and greets. 
 
If you are interested in discussing membership benefits with a team member, you can schedule an appointment on my colleague’s <a href={calendar_link}> calendar </a>. Alternatively, you can watch this short <a href={demo_link}> demo </a> of the platform.
 
Are you currently using any other sales or marketing tools for group business?
  Best,
 {agent_name}",7/29 - good
"I'm not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).
  
 

  He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.
  
 

  Looking forward to working with you, though!
  {lead_first_name} {lead_last_name}","Example 17: {agent_name} gets information on who to message and thanks the prospect for pointing them in the right direction.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 I'm not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).
  
 

  He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.
  
 

  Looking forward to working with you, though!
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Thanks {lead_first_name}! 
  
  I’ll contact Jason directly, appreciate you pointing me in the right direction. If you are interested, feel free to explore Reposite benefits through our <a href={membership_link}> Membership Program </a>, you receive all matching inbound leads with all commissions waived. You also gain full access to our network of planners, networking events, and virtual meet and greets. This short <a href={demo_link}> demo </a> of the platform shows how everything works. 
 
If anyone on the team is interested in discussing membership benefits with a team member, feel free to share our <a href={calendar_link}> calendar </a>.
  
  Cheers,
  {agent_name}.",7/29 - BH tweaked
"Good Morning, {agent_name}, 
  
 

  Lex Turnbull (copied) coordinates space rentals for events, meetings, etc. Please know that we are not interested in signing up with Reposite, but are happy to arrange an event rental with interested parties. 
  
 

  Many thanks, 
  
 

  {lead_first_name} {lead_last_name}","Example 17: {agent_name} gets information on who to message and thanks the prospect for pointing them in the right direction.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 I'm not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).
  
 

  He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.
  
 

  Looking forward to working with you, though!
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Thanks {lead_first_name}! 
  
  I’ll contact Jason directly, appreciate you pointing me in the right direction. If you are interested, feel free to explore Reposite benefits through our <a href={membership_link}> Membership Program </a>, you receive all matching inbound leads with all commissions waived. You also gain full access to our network of planners, networking events, and virtual meet and greets. This short <a href={demo_link}> demo </a> of the platform shows how everything works. 
 
If anyone on the team is interested in discussing membership benefits with a team member, feel free to share our <a href={calendar_link}> calendar </a>.
  
  Cheers,
  {agent_name}.",7/29 - duplicate
"Hi {agent_name},
 

 You should speak to Max (cc)
 Bästa Hälsning, Paul","Example 19: {agent_name} messages a prospect with why signing up for Reposite is a good idea.
 

 Assistant:
 Hey {lead_first_name} -
 
 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 
 Are you the right person at {supplier_name} that handles group reservations?
 
 Cheers,
 {agent_name}
 

 User: 
 Hi {agent_name},
 
 You should speak to Max (cc)
 Bästa Hälsning, Paul 


 Assistant:
Hi Team,
 
 Great to meet you and thanks for reaching out! To give you a little introduction, Reposite is a marketplace that connects suppliers like {supplier_name} with professional planners who book meetings, events, and conferences. For the planners, Reposite makes it extremely easy to source for all of their needs related to an event or travel itinerary. For you, Reposite acts as a powerful tool to expand your network of professional planners and receive inbound group leads. We were also recently acquired by Cvent, the world's leading event technology platform, which will allow us to expand our database to 100,000+ planners.  

 The reason I'm contacting you is to provide some assistance on your first group reservation request from {reseller_org_name} which you can view and respond to by navigating to this <a href={nmqrurl}> link </a>. You can also learn more about Reposite by checking out our <a href={membership_link}> membership page </a> and this short <a href={demo_link}> demo </a> of the platform.
 

 Is there any additional information I can provide to help you get started? 
 

 Best,
 {agent_name}
",7/29 - BH tweaked
"Greetings,
  
  My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
  
  Please let us know if this can be answer by email instead.
  
  Cordially,
  {lead_first_name} {lead_last_name}
  E. {email}","Example 20: {agent_name} urgest a prospect to sign up to respond and check out membership.
 

 Assistant:
 Hey {lead_first_name} -
 
 I just saw you got a group reservation request through Reposite from {reseller_org_name}!

 Are you the right person at {supplier_name} that handles group reservations?
 
 Cheers,
 {agent_name}
 

 User:
 Greetings,
  
  My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
  
  Please let us know if this can be answer by email instead.
  
  Cordially,
  {lead_first_name} {lead_last_name}
  E. {email}
 

 Assistant:
 Hi {lead_first_name},

Happy to provide some additional context for you:

One of the planners using Reposite, {reseller_org_name}, is looking for a {category} for their group. After doing some research, we thought you looked like a great fit so we figured we’d give you the opportunity to respond with a quote.  You are not currently on our platform yet but you can claim your account <a href={nmqrurl}> here </a> and after inputting your basic information, the request will be in your quotes dashboard. 

Reposite actually offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! If it books, there is a commission owed to Reposite.

We've helped brands like the Hard Rock, Rosa Mexicano, Topgolf, Standard Hotels, Carmine's, STK, Pinstripes, Live Nation and more connect with professional planners who book large meetings, corporate outings, and leisure group itineraries. On the planner side of the platform we work with brands like ConferenceDirect, Global Travel Collection, Meetings Made Easy, Amex Global Business Travel, and more to streamline the group planning process from A to Z. 

 If you are looking to connect with more professional planners and receiving these types of leads, I would recommend considering an upgrade to our full membership. All the features and benefits for becoming members are <a href={membership_link}> here </a>  and you can also check out this short <a href={demo_link}> demo </a> of the platform to see how it all works.

 Best,
 {agent_name}
",7/29 - BH updated
"Dear All
  we are able to arrange transfer for {reseller_org_name}
  Please send us your request.
  
 

  Regards
  {lead_first_name} 
  
 

  
 

  {lead_first_name}
  {supplier_name}
  {email}","Example 21: {agent_name} urges response and shares membership resources to a prospect who wants a follow up call later on.
 
 Assistant:
 Hey {lead_first_name} -

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 
 Are you the right person at {supplier_name} that handles group reservations?
 
 Cheers,
 {agent_name}
 

 User:
 Dear All
  we are able to arrange transfer for {reseller_org_name}
  Please send us your request.
  
 Regards,
 {lead_first_name}
 {supplier_name}
 {email}
 

 Assistant:
 Hi {lead_first_name}, 
 
Great to hear that you're ready to discuss more regarding the request from {reseller_org_name} for their group of {group_size} visit to {destination}. You can view all the details of that request and communicate directly with {reseller_org_name} by registering via this <a href={nmqrurl}> link </a>.
 
 Reposite offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! After the first lead, you have the opportunity to choose between our Basic Plan and Membership Plan which are both detailed on our <a href={membership_link}> Membership Overview </a>.
 
Do you use any other platforms to generate group reservations and build consistent group business? 
 
Best, 
 {agent_name}
 

 User:
 Dear All
  could you please be so kind to keep in touch in December in order to give you more details and rates.
  Regards
  {lead_first_name}
  {supplier_name}
 

  {email}
 

 Assistant:
 Hey {lead_first_name},
 
Completely understand. However, given the timeline that {reseller_org_name} has to finalize this itinerary, I would highly suggest setting up the free basic account and responding to {reseller_org_name} ASAP so that they can consider your proposal. 
 
When would be a good time for us to connect?
 
{agent_name}",7/29 - BH tweaked
"Hi {agent_name},
  
  Can you please provide more information on this below group reservation you said came through to us?
  
  Thank you,
  
  {lead_first_name} {lead_last_name}","Example 22: {agent_name} shares quote request details and membership information.
 

 Assistant:
 Hey {lead_first_name} -

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 
 Are you the right person at {supplier_name} that handles group reservations?
 
 Cheers,
 {agent_name}
 

 User:
 Hi {agent_name},
  
  Can you please provide more information on this below group reservation you said came through to us?
  
  Thank you,
  
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Hey {lead_first_name},
  
 Absolutely, I'd be glad to share more details. One of the planners using Reposite, {reseller_org_name}, is looking for a {category} for their group. After doing some research, we thought you looked like a great fit so we figured we’d give you the opportunity to respond with a quote.  You are not currently on our platform yet but you can claim your account <a href={nmqrurl}> here </a> and after inputting your basic information, the request will be in your quotes dashboard. 

 This is your first lead from Reposite and it's complimentary! If you're interested in receiving more leads, you might want to consider our full membership program, which provides unlimited leads for a full year and tools/resources to develop lasting partnerships with travel and event planners. The full list of membership benefits are <a href={membership_link}> here </a> .
 
 Are you looking to expand your groups business?
  
 Best, 
 {agent_name}
",7/29 - BH updated
"Hi {agent_name},
  
  Thank you for emailing to our {supplier_name} in Bal Harbour, Florida.
  
  My name is {lead_first_name} {lead_last_name}, /Revenue Manager. Sandy forwarded your message to me.
  
  We currently use several other channels for groups like hotel planner, Cvent, etc and we are not interested in other channels for the group at this moment. 
  
  Please feel free to contact me if you have questions.  
  
  Have a great day ! 
  
  Sincerely,
  {lead_first_name} {lead_last_name}
  {supplier_name}","Example 23: {agent_name} differentiates between CVENT and Reposite and encourages the prospect to sign up.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 Hi {agent_name},
  
  Thank you for emailing to our {supplier_name} in Bal Harbour, Florida.
  
  My name is {lead_first_name} {lead_last_name}, /Revenue Manager. Sandy forwarded your message to me.
  
  We currently use several other channels for groups like hotel planner, Cvent, etc and we are not interested in other channels for the group at this moment. 
  
  Please feel free to contact me if you have questions.  
  
  Have a great day ! 
  
  Sincerely,
  {lead_first_name} {lead_last_name}
  {supplier_name}
 

 Assistant:
 Hey {lead_first_name},
 
Thanks for the quick response. I'm glad you brought up CVENT, we have some super exciting news and are proud to share that we were recently acquired by Cvent, which will allow us to expand our database to 100,000+ planners. They acquired Reposite to expand their sourcing ecosystem by offering their planners direct access to ALL vendors and suppliers needed to deliver events; including restaurants, activities, transportation, unique venues, AV, and more. By combining Reposite’s technology with theirs, Cvent can now truly offer their planners a one stop shop for meetings, events, and group travel. 

If you would like to get in contact with the planner on this request, you can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a>. You can check out our pricing and full list of membership benefits are <a href={membership_link}> here </a> and short <a href={demo_link}> demo </a> of the platform but full membership gives unlimited outbound prospecting for new travel and event planner partnerships, waives commission on all earned bookings for a year. You will also have unlimited opportunities to submit proposals for matching itineraries that are trying to source new venues.
  
 Would you like to set up a quick time for us to chat?
  
 {agent_name}",7/29 - BH tweaked
"Hi
  Thank you for your email.
  Please can you update the email address to @Enquiries 1Wimpolestreet , this is to the sales team who will respond within 2 working hours.
  
  Kind regards
  {lead_first_name} {lead_last_name}","Example 24: {agent_name} pitches membership to a new contact.
 
 Assistant:
 Hey {lead_first_name} -

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 
 Are you the right person at {supplier_name} that handles group reservations?
 
 Cheers,
 {agent_name}
 

 User:
 Hi
  Thank you for your email.
  Please can you update the email address to @Enquiries 1Wimpolestreet , this is to the sales team who will respond within 2 working hours.
  
  Kind regards
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Hello {lead_first_name},
  
 Thanks for the quick response and for providing the best contact for group reservations. I'll reach out to the sales team at enquiries@1wimpolestreet.co.uk directly.

If you happen to chat with them, feel free to pass the below along with my contact information their way:

You can view all of the quote details and respond, you can sign in to your account <a href={login_link}> here </a> and explore all of our membership benefits <a href={membership_link}> here </a>.

We've helped brands like the Hard Rock, Rosa Mexicano, Topgolf, Standard Hotels, Carmine's, STK, Pinstripes, Live Nation and more connect with professional planners who book large meetings, corporate outings, and leisure group itineraries. On the planner side of the platform we work with brands like ConferenceDirect, Global Travel Collection, Meetings Made Easy, Amex Global Business Travel, and more to streamline the group planning process from A to Z. 
  
 Best,
 {agent_name}
 

 User:
 Hi
  I’ll let the team respond with further details.
  
  As for the enquiry we received – we can’t login to respond to the enquiry. Please can you send us the details. If this is a paid subscription then you can unsubscribe us, I’m afraid we have no further budget for directories as we’ve just closed our budget for this academic year. If it is a free listing, then we’d be happy to work with you.
  
  
  Kind regards
  {lead_first_name} {lead_last_name}
 
 
Assistant: 
Thanks for the additional context. 

We can’t receive any quotes via email but if you would be able to pass me along to the right contact that would evaluate this as a sales and marketing tool, that would be great!

 {agent_name}
",7/30 - BH update
"Most certainly. 
  We love group reservations 
  
 

  {lead_first_name} {lead_last_name}","Example 25: {agent_name} urges signup, pitches membership, and kicks to premiumsupport.

 Assistant:
 Hey {lead_first_name} -

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 
 Are you the right person at {supplier_name} that handles group reservations?

 Cheers,
 {agent_name}
 

 User:
 Most certainly. 
  We love group reservations 

  {lead_first_name} {lead_last_name}
 

 Assistant:
 Hi {lead_first_name}, 
  
 Fantastic to hear! You recently received a quote request from {reseller_org_name} for a group of {group_size}. They're looking for a {category} in {destination} on {trip_dates}. You can view the full details and respond directly to {reseller_org_name} using this <a href={nmqrurl}> link </a>.
  
Reposite offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! If it books, there is a commission owed to Reposite.  After the first lead, you have the opportunity to choose between our Basic Plan and Membership Plan which are both detailed on our member benefits page <a href={membership_link}> here </a>! 
 
Are you using any other tools to drive bookings?
  
 Best, 
 {agent_name}
 

 User:
 I do not see a request for a quote 
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Hi {lead_first_name}, 
  
Have you signed up for your free account? The request was initially sent to {email}, but perhaps it got moved to your spam folder or lost in your inbox, you can view the request <a href={nmqrurl}> here </a>.
  
 In addition, our full membership program could be a great opportunity for {supplier_name}. It provides you with unlimited access to leads, waived commission fees and more. Check out the membership benefits <a href={membership_link}> here </a>.

Is there anything else I can help you with today?
 
 Best, 
 {agent_name}
 

 User:
 Hi {agent_name} when I log into reposite website in my account I do not see any jobs listed or any requests for quote 
  
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Hi {lead_first_name}, 
  
 I'm sorry for the inconvenience. For any technical issues with the platform, please reach out to premiumsupport@reposite.io. If you are interested in our current membership offer, you can check out our member benefits page <a href={membership_link}> here </a>. 

 Best, 
 {agent_name}
",7/30 - BH update
