User Message,Full Convo,
"{agent_name}, 
  Hey, just getting back into town. Apologies on the delayed response. Did I at some point sign up for Reposite or do you guys search for specific vendor types in a given area? 
  I popped over to the website and saw the request come through, we can totally put something together for them. We have a couple different cocktail classes we put together that are an absolute blast every time.  
  Can you help me with next steps? 
  Cheers,
  
 

  {lead_first_name} {lead_last_name}
  {supplier_name}","Example 11: {agent_name} clarifies that prospect does not have an account and should sign up to respond.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 {agent_name}, 
  Hey, just getting back into town. Apologies on the delayed response. Did I at some point sign up for Reposite or do you guys search for specific vendor types in a given area? 
  I popped over to the website and saw the request come through, we can totally put something together for them. We have a couple different cocktail classes we put together that are an absolute blast every time.  
  Can you help me with next steps? 
  Cheers,
  
 

  {lead_first_name} {lead_last_name}
  {supplier_name}
 

Assistant:
Hey {lead_first_name}, 
 
Nice to hear back from you! I'm glad you're excited about the quote request. To answer your question, you don’t currently have an account with Reposite but we thought you would be a good fit for this group and wanted to invite you to sign up for free.  You can view all the quote details and respond directly to {reseller_org_name} by registering for your free account <a href={nmqrurl}> here </a> . 
 
Reposite offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! If it books, there is a commission owed to Reposite. After the first lead, you have the opportunity to choose between our Basic Plan and Membership Plan which are both detailed on our member benefits page <a href={membership_link}> here </a>. You can also check out this short <a href={demo_link}> demo </a> of the platform to see everything in action or book a meeting on the <a href={calendar_link}> calendar </a> to discuss with the team! 

Let me know if you run into any logging in to see this request, I’d be glad to help. 
  
Cheers, 
{agent_name}
",split convo into two examples
"User:
 {agent_name}, 
  Thanks for responding, I wonder if anyone has ever answered no to your follow up question!! 
  So to be honest, I don’t 100% understand how I got connected with you guys, example how I got onto your platform initially without setting it up. That said, I did look at it, it seems reputable so I set up a cocktail class portal on there to see if there’s any traction. 
  I am happy you guys have a free tiered option, and I also totally understand that the main goal is to get people into the premium tier. I am apprehensive because a few years back I got burned pretty bad with WeddingWire. They tricked me into signing up by sending a fake request right after I signed up which gave me a false affirmation that I made a good decision. In the 6 or so months I was on their premium tier I didn’t get a single real lead and it cost a lot of money. This feels a little bit the same, so if/when I get any type of real traction i’ll be comfortable with looking at pricing for higher tiers. I’m excited at the prospect!! 
  Cheers,
  {lead_first_name} {lead_last_name}
  {supplier_name}
","Example 12: {agent_name} clarifies the differences between the basic and membership plans and encourages prospect to respond.

 
 User:
 {agent_name}, 
  Thanks for responding, I wonder if anyone has ever answered no to your follow up question!! 
  So to be honest, I don’t 100% understand how I got connected with you guys, example how I got onto your platform initially without setting it up. That said, I did look at it, it seems reputable so I set up a cocktail class portal on there to see if there’s any traction. 
  I am happy you guys have a free tiered option, and I also totally understand that the main goal is to get people into the premium tier. I am apprehensive because a few years back I got burned pretty bad with WeddingWire. They tricked me into signing up by sending a fake request right after I signed up which gave me a false affirmation that I made a good decision. In the 6 or so months I was on their premium tier I didn’t get a single real lead and it cost a lot of money. This feels a little bit the same, so if/when I get any type of real traction i’ll be comfortable with looking at pricing for higher tiers. I’m excited at the prospect!! 
  Cheers,
  {lead_first_name} {lead_last_name}
  {supplier_name}
 

Assistant:
Hey {lead_first_name}, 
  
Thanks for your honest feedback and I’m glad you were able to sign up to respond to {reseller_org_name}! We understand how crucial it is to build trust with our members, and that's why transparency is important to us and the quote request you received is 100% genuine and an opportunity to provie a quote and potentially get a booking with {reseller_org_name}.

I do want to make one important distinction between Reposite and booking platforms like WeddingWire - at Reposite, our mission is to facilitate valuable connections between vendors, like {supplier_name}, and our extensive network of travel & event planners. We strive to foster long-term partnerships that lead to repeat business for your company. We're not a public listing site, so through Reposite, you'll be connected with trusted and vetted planners that can bring you a consistent group business. 

Basic plan users can maintain a free profile on the platform that is shareable with their existing network of planners. In other words, if you already have great connections with corporate meeting planners, travel agents, tour operators, etc and you want a tool for managing those relationships more efficiently, you can use Reposite to give your partners updates on pricing, menus, new offerings, etc. from one centralized workspace. 

If you are looking to expand your network and drive more custom groups and private events, you'd want to upgrade to a membership. This will give you access to all relevant leads in your market, in addition to our prospecting tool, Discover, which allows you to filter through Reposite's network of professional planners who send business to your city.

Can I help point you towards any other resources or information to better help you send a quote for this request? 
 
Cheers, 
{agent_name}
","added basic vs. membership language, confirmed newly onboarded"
"Hi {agent_name}, 
  
 

  Thanks, yes I am the correct contact for group reservations. 
  I was concerned about your quote email from 9/20/23 .... worried it was spam and did not want to click on links. 
  
 

  I tried calling the phone # of Anand 646 688-0433 and have left messages. 
  
 

  Please text me at 435 649-1674 and will call you right back.  
  
 

  I hope it works to play music for you! 
  
 

  Thanks, 
  {lead_first_name} {lead_last_name}","Example 13: {agent_name} reassures a prospect that the quote request is genuine.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 Hi {agent_name}, 
  
  Thanks, yes I am the correct contact for group reservations. 
  I was concerned about your quote email from 9/20/23 .... worried it was spam and did not want to click on links. 
  
  I tried calling the phone # of Anand 646 688-0433 and have left messages. Please text me at 435 649-1674 and will call you right back.  
 
  I hope it works to play music for you! 
 
  Thanks, 
  {lead_first_name} {lead_last_name}
 

Assistant:
Hey {lead_first_name}, 
  
 Great to hear from you and I'm glad you're the right person to discuss group reservations with. No worries, I can understand why you'd be cautious of clicking on links, that’s why I’m here to help!
 

To provide a little more context - Reposite is a marketplace connecting travel & event professionals to sought-after suppliers like yourself. Through Reposite you can gain access to hundreds of new travel & event planners who are planning events in your area. We thought you looked like a great fit for this one and reached out to request a quote.
 
You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
  
Are you using any other tools to connect with group planners at {supplier_name}?
 
{agent_name}
",
"Hi {agent_name},
  Thank you for reaching out, yes this is the best email to reach us at! I sent information back to the client but I am waiting to hear back from them still. I met with Brenden and Anand from your team the other day and they got me all caught up on your platform!
  {lead_first_name} {lead_last_name}
  {supplier_name} {email}","Example 14: {agent_name} thanks prospect for responding to quote request and urgest to consider membership and not waiting for a booking on the basic plan and differentiates between OpenTable and Reposite.
 
 Assistant:
 Hey {lead_first_name} -
 
 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 
 Are you the right person at {supplier_name} that handles group reservations?

 Cheers,
 {agent_name}
 

 User:
 Hi {agent_name},
 Thank you for reaching out, yes this is the best email to reach us at! I sent information back to the client but I am waiting to hear back from them.

 {lead_first_name} {lead_last_name}
 {supplier_name} {email}
 
Assistant:
Hello {lead_first_name}, 

Thanks for your quick response and taking the time to meet with the team! Have you had a chance to submit a quote back to {reseller_org_name} yet?
  
{agent_name}
 
User:
Yes, I sent a quote.

Assistant:
Hey {lead_first_name},

That’s great to hear, glad you were able to sign up and respond.

Have you had a chance to review our current membership offer? You can take a look at our membership benefits page <a href={membership_link}> here </a>! 

{agent_name}

 User:
 Hi {agent_name},
  I spoke with our team and they approved me to sign up for the Membership once it looks like we will get a booking. 
For now, we will wait it out and see what comes our way. We primarily market with OpenTable for standard dining and directly to other local DMCs and concierges right now, but we are not using any formal platforms to do so.
  {lead_first_name} {lead_last_name}
  {supplier_name} {email}

Assistant:
Hey {lead_first_name},

Great to hear you are considering upgrading to the membership.

Basic plan users can maintain a free profile on the platform that is shareable with their existing network of planners. In other words, if you already have great connections with corporate meeting planners, travel agents, tour operators, etc and you want a tool for managing those relationships more efficiently, you can use Reposite to give your partners updates on pricing, menus, new offerings, etc. from one centralized workspace. Bookings that happen on the basic plan incur a 15% commission.

If you are looking to expand your network and drive more custom groups and private events, you'd want to upgrade to a membership, for just {cost} for the year, no additional fees or commissions. This will give you access to all relevant leads in your market, in addition to our prospecting tool, Discover, which allows you to filter through Reposite's network of professional planners who send business to your city.

I also want to make one important distinction between Reposite and booking platforms like OpenTable - at Reposite, our mission is to facilitate valuable connections between vendors, like {supplier_name}, and our extensive network of travel & event planners. We strive to foster long-term partnerships that lead to repeat business for your company. We're not a public listing site, so through Reposite, you'll be connected with trusted and vetted planners that can bring you a consistent group business. 
 
Considering your interest in receiving additional inquiries - would you like to upgrade to the <a href={buy_link}> membership plan </a>? 

{agent_name}
","updated verbiage, added buy link"
"Hello, 
  Yes, I am. However, we have never signed up for Reposite nor are we affiliated with said company. 
  I am not aware of any new reservations through Reposite? 
  {lead_first_name} {lead_last_name}","Example 15: {agent_name} clarifies what Reposite is and encourages a prospect to sign up.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 Hello, 
 Yes, I am. However, we have never signed up for Reposite nor are we affiliated with said company. 
 I am not aware of any new reservations through Reposite? 
 {lead_first_name} {lead_last_name}
 

 Assistant:
 Hi there, {lead_first_name}!
 

 Thanks for the quick reply. My apologies for any misunderstanding. Looks like one of the professional planners we work with, {reseller_org_name}, found your details exciting for their upcoming event and used Reposite's platform to send your team a quote request for their {destination} itinerary. You received your quote request because the planner found you suited for their needs. 
 

 You can get in touch directly with {reseller_org_name} by registering for your free acount <a href={nmqrurl}> here </a> .
 {agent_name}
 

 User:
 Hello,
 Thank you for your response. 
 We are definitely interested and will look into it.
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Hi {lead_first_name},
 

 That's fantastic! I would definitely encourage you to send that over as soon as you can. The data shows that booking conversion increases by 50% when responses are sent within the first 24 hours so I wanted to make sure you have an opportunity to secure this business and get the most out of your Reposite experience.
 

 Including the signup link <a href={nmqrurl}> here </a> again in case you need it.
 

 {agent_name}",
"I'm not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).
  
 

  He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.
  
 

  Looking forward to working with you, though!
  {lead_first_name} {lead_last_name}","Example 16: {agent_name} gets information on who to message and thanks the prospect for pointing them in the right direction.
 

 Assistant:
 Hey {lead_first_name} -
 
 I just saw you got a group reservation request through Reposite from {reseller_org_name}!

 Are you the right person at {supplier_name} that handles group reservations?

 Cheers,
 {agent_name}
 

 User:
 I'm not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).
  
 He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.
  
 Looking forward to working with you, though!
 {lead_first_name} {lead_last_name}
 

Assistant:
Hello {lead_first_name},
  
Thank you for your getting back to me and for providing the right contact information. I am going to reach out to them directly.

If you happen to chat with them, feel free to pass the below along with my contact information their way:

Reposite offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! If it books, there is a commission owed to Reposite. After the first lead, you have the opportunity to choose between our Basic Plan and Membership Plan which are both detailed on our member benefits page <a href={membership_link}> here </a>. You can also check out this short <a href={demo_link}> demo </a> of the platform to see everything in action or book a meeting on the <a href={calendar_link}> calendar </a> to discuss with the team!

If you would like to get in contact with the planner on this request, you can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .

Looking forward to working with you too!
  
Cheers,
{agent_name}
",new contact verbiage update & membership info included
"Greetings,
  
  My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
  
  Please let us know if this can be answer by email instead.
  
  Cordially,
  {lead_first_name} {lead_last_name}
  E. {email}","Example 17: {agent_name} shares the details of the quote request with a prospect.
 

 Assistant:
 Hey {lead_first_name} -

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!

 Are you the right person at {supplier_name} that handles group reservations?
 
 {agent_name}
 

 User:
 Greetings,
  
 My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
  
 Please let us know if this can be answer by email instead.
  
Cordially,
{lead_first_name} {lead_last_name}
{email}
 
Assistant:
Hi {lead_first_name},
  
Certainly, I'm happy to correspond over email instead.
  
The message you received was to inform you that your property, {supplier_name}, was identified by a planner using Reposite for their group's itinerary. You can review the quote request and respond to {reseller_org_name} using this <a href={nmqrurl}> link </a> .
 
Are you currently working with any group planners to drive bookings?
 
{agent_name}
 

User:
Hi {agent_name}, Thanks for your email. How can I enter the free basic account?
  
Yes, I work with group reservations; if the membership has annual fees, the right person is our Director of Sales, Ada Mabel Rivera. 
{lead_first_name} {lead_last_name}
 
 Assistant:
 Hi {lead_first_name},
  
Reposite offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! If it books, there is a commission owed to Reposite. After the first lead, you have the opportunity to choose between our Basic Plan and Membership Plan which are both detailed on our member benefits page <a href={membership_link}> here </a>. Feel free to pass the membership information to the right contact at {supplier_name} along with my contact information.
  
 {agent_name}
 
 User:
 Greetings {agent_name}, 
  
 I checked with our reservations department if they have the RFP and they don’t have it.  The email of Ada is: adrivera@elconvento.com
  
 Thank you, 
  {lead_first_name} {lead_last_name}
  
 
 Assistant:
Thanks {lead_first_name}! I will contact Ada directly regarding Reposite membership.

Regarding the quote request, it was originally sent to {email} but you can view it and all the details directly in the platform by registering via this <a href={nmqrurl}> link </a>.
  
 Let me know if you have trouble responding to the quote request.
  
 Cheers,
 {agent_name}
",verbiage
"Dear All
  we are able to arrange transfer for {reseller_org_name}
  Please send us your request.
  
 

  Regards
  {lead_first_name} 
  
 

  
 

  {lead_first_name}
  {supplier_name}
  {email}","Example 18: {agent_name} encourages to respond to a quote request for a prospect who wants a follow up in December.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 Dear All
  we are able to arrange transfer for {reseller_org_name}
  Please send us your request.
  
 Regards,
 {lead_first_name}
 {supplier_name}
 {email}
 

 Assistant:
 Hi {lead_first_name}, 
 

 Great to hear that you're ready to discuss more regarding the request from {reseller_org_name} for their group visit to {destination}. You can view all the details of that request and communicate directly with {reseller_org_name} using this <a href={nmqrurl}> link </a>.
 

 Do you use any other platforms to generate group reservations and build consistent group business? 
 

 Best, 
 {agent_name}
 

 User:
 Dear All
  could you please be so kind to keep in touch in December in order to give you more details and rates.
  Regards
  {lead_first_name}
  
 

  
 

  {lead_first_name}
  {supplier_name}
  
 

  {email}
 

 Assistant:
 Hey {lead_first_name}, 
 

 Completely understand. However, given your initial eagerness to respond to the request, I highly suggest setting up the free basic account and responding to {reseller_org_name} ASAP so that they can consider your proposal. It also seems like you're looking to take on more business in general, and Reposite can help. 
 

 {agent_name}",removed signup video
"Hi {agent_name},
  
  Can you please provide more information on this below group reservation you said came through to us?
  
  Thank you,
  
  {lead_first_name} {lead_last_name}","Example 19: {agent_name} encourages a user to respond to a quote request to a prospect that isn’t interested.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 Hi {agent_name},
  
  Can you please provide more information on this below group reservation you said came through to us?
  
  Thank you,
  
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Hey {lead_first_name},
  
 Absolutely, I'd be glad to share more details. {reseller_org_name} is a professional planner and is organizing a group trip to {destination} in {trip_dates}. They're researching hotel options, and used Reposite to reach out for a quote. The request was originally sent to {email}, but you can also view it and respond directly to the planner via this <a href={nmqrurl}> link </a> . 
 

 Are you looking to expand your groups business?
  
 Best, 
 {agent_name}
 

 User:
 Hi {agent_name},
  
  Thank you for the information but at this time we are not interested.
  
  Have a great day,
  
  {lead_first_name} {lead_last_name}
  {email}
 

 Assistant:
 Hey {lead_first_name} -
 

 No problem at all. If you share the aspects of this lead that don't make sense for you, then I can make a note of that going forward so that you only receive relevant leads. Even though this specific group may not make sense, I still highly recommend responding just to build the relationship - {reseller_org_name} plan a lot of events/trips in the area, and have told me that they're looking for long-term partners.
 

 Cheers, 
 {agent_name}",
"Good morning Dawn, 
  Do you want to reach out and see what he would like. 
  Thank you!  
  {lead_first_name}","Example 20: {agent_name} responds to copied contact and shares premium support email for techincal help.

 Assistant:
 Hey {lead_first_name} -
 
 I just saw you got a group reservation request through Reposite from {reseller_org_name}!

 Are you the right person at {supplier_name} that handles group reservations?

 Cheers,
 {agent_name}
 

 User:
 Good morning Dawn, 
  Do you want to reach out and see what he would like. 
  Thank you!  
  {lead_first_name}
 

 Assistant:
 Thanks {lead_first_name}!
 
Dawn, for some additional context - Reposite offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! If it books, there is a commission owed to Reposite. After the first lead, you have the opportunity to choose between our Basic Plan and Membership Plan which are both detailed on our member benefits page <a href={membership_link}> here </a>. 

If you would like to get in contact with the planner on this request, you can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a>.
  
Cheers,
{agent_name}
 

 User:
 Hi {agent_name}, 
  All leads should flow to me not Edita. I handle all group business. 
  Also, when I log on your platform, I only see an old 2022 lead. Nothing current. 
  Warm Regards,
  {lead_first_name} {lead_last_name}
 

Assistant:
Hi Team,
  
Thank you for letting me know about this. For any technical issues with the platform, please reach out to premiumsupport@reposite.io. If you are interested in our current membership offer, you can check out our member benefits page <a href={membership_link}> here </a> and this short <a href={demo_link}> demo </a> of the platform to see everything in action or book a meeting on the <a href={calendar_link}> calendar </a> to discuss with the team!

{agent_name}
","verbiage, tech support"
"Hi {agent_name},
  
  Thank you for emailing to our {supplier_name} in Bal Harbour, Florida.
  
  My name is {lead_first_name} {lead_last_name}, /Revenue Manager. Sandy forwarded your message to me.
  
  We currently use several other channels for groups like hotel planner, Cvent, etc and we are not interested in other channels for the group at this moment. 
  
  Please feel free to contact me if you have questions.  
  
  Have a great day ! 
  
  Sincerely,
  {lead_first_name} {lead_last_name}
  {supplier_name}","Example 21: {agent_name} clarifies relationship between Reposite and CVENT and encourages the prospect to sign up.
 

 Assistant:
 Hey {lead_first_name} -

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 
 Are you the right person at {supplier_name} that handles group reservations?
 
 Cheers,
 {agent_name}
 
 User:
 Hi {agent_name},
  
  Thank you for emailing to our {supplier_name} in Bal Harbour, Florida.
  
  My name is {lead_first_name} {lead_last_name}, /Revenue Manager. Sandy forwarded your message to me.
  
  We currently use several other channels for groups like hotel planner, Cvent, etc and we are not interested in other channels for the group at this moment. 
  
  Please feel free to contact me if you have questions.  
  
  Have a great day ! 
  
  Sincerely,
  {lead_first_name} {lead_last_name}
  {supplier_name}
 

Assistant:
Hey {lead_first_name},

Thanks for the quick response. 

I'm glad you brought up CVENT, we have some super exciting news and are proud to share that we were recently acquired by Cvent, which will allow us to expand our database to 100,000+ planners. They acquired Reposite to expand their sourcing ecosystem by offering their planners direct access to ALL vendors and suppliers needed to deliver events; including restaurants, activities, transportation, unique venues, AV, and more. By combining Reposite’s technology with theirs, Cvent can now truly offer their planners a one stop shop for meetings, events, and group travel. 

If you would like to get in contact with the planner on this request, you can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
  
 Cheers, 
 {agent_name}
",Cvent verbiage
"Hi
  Thank you for your email.
  Please can you update the email address to @Enquiries 1Wimpolestreet , this is to the sales team who will respond within 2 working hours.
  
  Kind regards
  {lead_first_name} {lead_last_name}","Example 22: {agent_name} encourages a user to respond to a quote request for free.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 Hi
  Thank you for your email.
  Please can you update the email address to @Enquiries 1Wimpolestreet , this is to the sales team who will respond within 2 working hours.
  
  Kind regards
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Hello {lead_first_name},
  
 Thanks for the quick response and for providing the best contact for group reservations. I'll reach out to the sales team at enquiries@1wimpolestreet.co.uk directly.
  
 Do you already have a platform in place to help drive groups business your way?
  
 Best,
 {agent_name}
 

 User:
 Hi
  I’ll let the team respond with further details.
  
  As for the enquiry we received – we can’t login to respond to the enquiry. Please can you send us the details. If this is a paid subscription then you can unsubscribe us, I’m afraid we have no further budget for directories as we’ve just closed our budget for this academic year. If it is a free listing, then we’d be happy to work with you.
  
  
  Kind regards
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Hi {lead_first_name}, 
  It is absolutely free to sign up, create your profile, connect to existing partners, and respond to the quote request you received within Reposite. 
 The requirement to log in is simply so that you can view the full details of the quote request and submit your proposal. I completely understand budget constraints and want to be clear that there are no hidden fees associated with this activity. You can get in touch directly with the planner by following the instructions below:
 

 You can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .
  
 Please let me know if you have any questions..
 

 {agent_name}",
"Most certainly. 
  We love group reservations 
  
 

  {lead_first_name} {lead_last_name}","Example 23: {agent_name} urges sign up and send premium support email for technical issues
 

Assistant:
Hey {lead_first_name} -
 
I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}
 

User:
Most certainly. 
We love group reservations 
{lead_first_name} {lead_last_name}
 

Assistant:
Hi {lead_first_name}, 
  
Fantastic to hear! You recently received a quote request from {reseller_org_name} for a group of {group_size}. They're planning an activity in {destination} on {trip_dates}. You can view the full details and respond directly to {reseller_org_name} using this <a href={nmqrurl}> link </a> .
  
Reposite offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! If it books, there is a commission owed to Reposite. After the first lead, you have the opportunity to choose between our Basic Plan and Membership Plan which are both detailed on our member benefits page <a href={membership_link}> here </a>.

Best, 
{agent_name}
 

User:
I do not see a request for a quote 
{lead_first_name} {lead_last_name}
 

 Assistant:
 Hi {lead_first_name}, 
  
The request was initially sent to {email}, but if you can’t find it, you can get in touch directly with the planner by registering for your free account <a href={nmqrurl}> here </a>.

 Please let me know if you have any further questions.

 {agent_name}
 

 User:
 Hi {agent_name} when I log into reposite website in my account I do not see any jobs listed or any requests for quote 
  
 {lead_first_name}
 

Assistant:
Hi {lead_first_name}, 
  
 I'm sorry for the inconvenience. For any technical issues with the platform, please reach out to premiumsupport@reposite.io. If you are interested in our current membership offer, you can check out our member benefits page <a href={membership_link}> here </a>. 

Best,
{agent_name}
","verbiage, premium support email"
"Good afternoon, Mr. Bowdin,
  
  Greetings from Group Sales Department from {supplier_name}.
  
  I will be your contact person if you are looking to book 25 rooms and over. Please let me know the date and number of rooms to verify our availability.
  
  I remain attentive to your comments.
  Kind regards / Saludos cordiales,
  {lead_first_name} {lead_last_name}","Example 24: {agent_name} clarifies that they are unable to share PDFs of quote requests and encourages the prospect to sign up.
 
 Assistant:
 Hey {lead_first_name} -

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!

 Are you the right person at {supplier_name} that handles group reservations?
 
 Cheers,
 {agent_name}


 User:
 Good afternoon, Mr. Bowdin,
  
  Greetings from Group Sales Department from {supplier_name}.
  
  I will be your contact person if you are looking to book 25 rooms and over. Please let me know the date and number of rooms to verify our availability.
  
  I remain attentive to your comments.
  Kind regards / Saludos cordiales,
  {lead_first_name} {lead_last_name}

Assistant:
Hi {lead_first_name},
  
Great to connect with you! The request from {reseller_org_name} for a group reservation was actually made through Reposite, a platform that links travel and event planners to hotels and other suppliers for their itineraries. They are sourcing for a trip to {destination} that will take place {trip_dates}.
  
 You can get in touch directly with the planner by registering for your free account <a href={nmqrurl}> here </a>.
 
 Please let me know if you have any further questions.
 
 {agent_name} 

 User:
 Dear Tylor,
  
  I hope this email finds you well.
  
 We do not use this platform to respond to RFP. Could you print the request to PDF and send it to me? If not, please advise the number of rooms you require and if you will need meeting spaces for private event to verify our availability.
  
  I remain attentive to your comments.
  Kind regards / Saludos cordiales,
  {lead_first_name} {lead_last_name}
 

 Assistant:
 Hey {lead_first_name} - 
 
I know that you don’t currently use Reposite to connect with planners and respond to RFPs and that’s why I am reaching out to you to see if you would be interested in trying Reposite out.

To provide some additional context,  Reposite helps planners like DMCs, Corporate Planners, Tour Operators, and Third Party Planners discover new suppliers, organize all their quotes, and build itineraries. When they plan meetings and events, they’re able to research suppliers and request quotes directly through the platform, allowing them to work with more clients and generate more business for our supplier partners.
  
Reposite offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! If it books, there is a commission owed to Reposite. After the first lead, you have the opportunity to choose between our Basic Plan and Membership Plan which are both detailed on our member benefits page <a href={membership_link}> here </a>! 

Let me know if you run into any logging in to see this request, I’d be glad to help. 
  
Cheers, 
{agent_name}
","removed ""not authorized"" language, added verbiage"
"hello.
  I tried to input the quote in your website.
  28 pax MiniBus 4hrs(4hrs Minimum)*$169= $676 All Inclusive
  Please let us know if you are interested .
  —
  Best Regards,
  {lead_first_name}
  Thank you for choosing {supplier_name}.
  {supplier_name}  
  {destination}","Example 25: {agent_name} encourages a user to respond to a quote request.
 

 Assistant:
 Hey {lead_first_name} -
 

 I just saw you got a group reservation request through Reposite from {reseller_org_name}!
 

 Are you the right person at {supplier_name} that handles group reservations?
 

 Cheers,
 {agent_name}
 

 User:
 hello.
  I tried to input the quote in your website.
  28 pax MiniBus 4hrs(4hrs Minimum)*$169= $676 All Inclusive
  Please let us know if you are interested .
  —
  Best Regards,
  {lead_first_name}
  Thank you for choosing {supplier_name}.
  {supplier_name}  
  {destination}
 

 Assistant:
 Hi {lead_first_name}, 
 

 Great to hear from you! It's good to see that you're ready to send out a quote. It's free to sign up for our basic membership and respond to this lead. You can get in touch directly with the planner by registering for your account <a href={nmqrurl}> here </a>.
 

 Please let me know if you have any further questions.
 

 {agent_name}
 

 User:
 Hello, we are not interested in any memberships which require some payments.
  Have a good one.
  —
  Best Regards,
  {lead_first_name}
  Thank you for choosing {supplier_name}.
  {supplier_name}  
  {destination}
 

 Assistant:
 Hey {lead_first_name}
 

 The first lead from Reposite is 100% complimentary, if you receive a booking, there’s just a 15% commission owed to Reposite. Definitely think it’s worth signing up to respond as it could be a great longterm partnership made by connecting with{reseller_org_name}.
 

 User:
 Hello, 
  We basically work with other companies like below:
  1- You can email us the trip details and we can let you know our availability. 
  2- Then if you would like to proceed, we will input the reservations and sent you confirmation emails and a CC form. 
  3- Then we will be set all in terms of booking after receiving the CC.
  4- Our driver and vehicle will be at the PU address at thr PU time to conduct the run without any additional communication.
  Please let us know if it would be ok for you, but I assure you we wont subscribe for your services and pay for your services, you can add some commision onto our rates and make money of course.
  Have a good day.
  —
  Best Regards,
  {lead_first_name}
  Thank you for choosing {supplier_name}.
  {supplier_name}  
  {destination}
 

Assistant:
Thanks for the additioanl insight into your business.  All of the details you are looking for can be found in the RFP through the platform.
 
For some additional context, to provide some additional context,  Reposite helps planners like DMCs, Corporate Planners, Tour Operators, and Third Party Planners discover new suppliers, organize all their quotes, and build itineraries. When they plan meetings and events, they’re able to research suppliers and request quotes directly through the platform, allowing them to work with more clients and generate more business for our supplier partners.
 
Do you think it's worth responding to this first request just to try it out and potentially land this booking?
 
{agent_name}",updated verbiage
