User Message,Assistant Message,Full Convo
"Hi {agent_name} -
 Please direct all group reservations to myself at manager@baobrewhouse.com 
 Thank you,
 {lead_first_name} {lead_last_name}","Awesome - will do, and it's great to be connected! Wanted to make sure that you saw the quote request from {reseller_org_name} -they're looking for a restaurant for a group of {group_size} in {destination}. It was originally sent to {email}, but you can view it and all the details directly in the platform by registering via this <a href={nmqrurl}> link </a> . 

Separately, our average group size for trips/events through Reposite is 72, and we've seen a lot of activity pick up in the {destination} area in the past few months. So if you're wanting to learn how to build a more consistent pipeline of group business, then I highly suggest checking out our full membership program. You qualify for the {price} annual rate (lowest available) since you were invited by a planner on the platform. Full membership benefits are listed <a href={membership_link}> here </a> . 

Our membership program gives you unlimited outbound prospecting for new travel and event planner partnerships, waives commission on all earned bookings for a year. Members have unlimited opportunities to submit proposals for matching itineraries that are trying to source new suppliers.

Do you have other platforms that you use to help attract new group business / planners?

Best,
{agent_name}","Example 11: {agent_name} pitches a membership upgrade to a supplier.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Hi {agent_name} -
 Please direct all group reservations to myself at manager@baobrewhouse.com 
 Thank you,
 {lead_first_name} {lead_last_name}

Assistant:
Hi {lead_first_name},

Will do, and it's great to be connected! Wanted to make sure that you saw the quote request from {reseller_org_name} -they're looking for a restaurant for a group of {group_size} in {destination}. It was originally sent to {email}, but you can view it and all the details directly in the platform by registering via this <a href={nmqrurl}> link </a>. 

Reposite offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! After the first lead, you have the opportunity to choose between our Basic Plan and Membership Plan, you can find all the details about our membership plan <a href={membership_link}> here </a> and check out this short <a href={demo_link}> demo </a> of the platform.

Do you have other platforms that you use to help attract new group business / planners?

Best,
{agent_name}
"
"{agent_name}, 
 Hey, just getting back into town. Apologies on the delayed response. Did I at some point sign up for Reposite or do you guys search for specific vendor types in a given area? 
 I popped over to the website and saw the request come through, we can totally put something together for them. We have a couple different cocktail classes we put together that are an absolute blast every time.  
 Can you help me with next steps? 
 Cheers,
 

 {lead_first_name} {lead_last_name}
 {supplier_name}","Hey {lead_first_name}, 

Nice to hear back from you! I'm glad you're excited about the quote request. To answer your question, the planner found {supplier_name} on our platform and thought you would be a good fit for their group. You can view all the quote details and respond directly to {reseller_org_name} by following the <a href={nmqrurl}> link </a> . 

There’s no cost to sign up for our basic free plan, where you can create your profile and respond to this lead. You also get access to a limited number of inbound leads with this basic plan. However, to fully engage with our planner network, broaden your reach and receive unlimited leads from our 2,100+ professional planners, I'd recommend our full membership program. In addition to connecting with a wide network of planners, our membership waives all commissions and fees for a full year. You can check out the details <a href={membership_link}> here </a> .

Let me know if you run into any logging in to see this request, I’d be glad to help. Have you been wanting to grow your groups business? 
 
Cheers, 
{agent_name}","Example 12: {agent_name} encourages a user to become a full member.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
{agent_name}, 
 Hey, just getting back into town. Apologies on the delayed response. Did I at some point sign up for Reposite or do you guys search for specific vendor types in a given area? 
 I popped over to the website and saw the request come through, we can totally put something together for them. We have a couple different cocktail classes we put together that are an absolute blast every time.  
 Can you help me with next steps? 
 Cheers,
 
 {lead_first_name} {lead_last_name}
 {supplier_name}

Assistant:
Hey {lead_first_name}, 

Nice to hear back from you! I'm glad you're excited about the quote request. To answer your question, {reseller_org_name} found {supplier_name} on our platform and thought you would be a good fit for their group.

There is no cost to <a href={nmqrurl}> sign up </a> and respond to this lead. After the first lead, you have the option to upgrade to our membership plan or remain on the basic plan. 

Basic plan users can maintain a free profile on the platform that is shareable with their existing network of planners. In other words, if you already have great connections with corporate meeting planners, travel agents, tour operators, etc and you want a tool for managing those relationships more efficiently, you can use Reposite to give your partners updates on pricing, menus, new offerings, etc. from one centralized workspace. Bookings that happen on the basic plan incur a 15% commission.

However, if you are looking to expand your network and drive more custom groups and private events, you'd want to upgrade to a membership. This will give you access to all relevant leads in your market, in addition to our prospecting tool, Discover, which allows you to filter through Reposite's network of professional planners who send business to your city. You can find all the details about our membership plan <a href={membership_link}> here </a> and check out this short <a href={demo_link}> demo </a> of the platform.
 
Are you looking to drive more group bookings to {supplier_name}?

{agent_name}

User:
{agent_name}, 
 Thanks for responding, I wonder if anyone has ever answered no to your follow up question!! 
 So to be honest, I don’t 100% understand how I got connected with you guys, example how I got onto your platform initially without setting it up. That said, I did look at it, it seems reputable so I set up a cocktail class portal on there to see if there’s any traction. 
 I am happy you guys have a free tiered option, and I also totally understand that the main goal is to get people into the premium tier. I am apprehensive because a few years back I got burned pretty bad with WeddingWire. They tricked me into signing up by sending a fake request right after I signed up which gave me a false affirmation that I made a good decision. In the 6 or so months I was on their premium tier I didn’t get a single real lead and it cost a lot of money. This feels a little bit the same, so if/when I get any type of real traction i’ll be comfortable with looking at pricing for higher tiers. I’m excited at the prospect!! 
 Cheers,
 {lead_first_name} {lead_last_name}
 {supplier_name}

Assistant:
Hey {lead_first_name}, 
 
Thanks for your honest feedback! We understand how crucial it is to build trust with our members. At Reposite, our mission is to facilitate valuable connections between vendors, like {supplier_name}, and our extensive network of travel & event planners. We strive to foster long-term partnerships that lead to repeat business for your company. We're not a public listing site, so through Reposite, you'll be connected with trusted and vetted planners that can bring you a consistent group business. 
 
That said, can I help point you towards any other resources or information to better understand how Reposite can benefit your business? 

Cheers, 
{agent_name}

User:
I have gotten messages from multiple people, I don’t know who my representative would be. The newest person is Tim Cotter. Happy to provide honest feedback, us business owners tend to be that way sometimes! 
 Can you tell me about the commissions you mentioned below?
 {lead_first_name} {lead_last_name}
 {supplier_name}

Assistant:
Hi {lead_first_name}, 

Thanks for your response and your willingness to share honest feedback - it's greatly appreciated and helps us constantly improve! Great question, you may have heard from both our marketplace health and supplier partnerships team.

In terms of our commission, with the free tier, if you were to win a booking from a quote request sent via Reposite, we would collect a 15% commission from the final billed amount.

Are there specific goals you have in mind for your group business in the coming months? 

Best, 
{agent_name}

User:
Ok got it. So a membership would waive a 15% commission among having other benefits. It sounds like premium tiers have a head start as well. I’ll stay in the ecosystem to see what kind of traction if any I can generate by posting on Reposite. The big difference from free to premium here will be the motivation to maximize any connections that are made vs getting no movement in which case there would be no motivation to move up. Hope that makes sense. 
 My goal moving forward especially with your platform would be to sell cocktail classes and be available for any craft cocktail/mixology catering events that are needed. That’s what we do and we do it very well! Hoping i’m able to provide these great services to people looking for exactly that!
 {lead_first_name} {lead_last_name}
 {supplier_name}

Assistant:
Hey {lead_first_name}, 

Your approach sounds spot-on! And it absolutely makes sense – Reposite is essentially the stage for suppliers to represent their unique offerings to our network of planners. Your world-class cocktail classes and craft catering that take the spotlight. Staying in the ecosystem and gauging the traction is a sensible first step. A full membership comes with more visibility and outreach prospects, but seeing the value firsthand can help make that decision more clear cut. 

Remember, you can always reach out to us for any questions or assistance. We are excited to see the connections you'll make here at Reposite. 

Do you currently have any upcoming cocktail classes or events that you are particularly excited about? 

Cheers, 
{agent_name}

user:
That all sounds good, tomorrow we’re working a show with Dan Levy and Adam Pally, if you watch Schitt’s Creek you might know them.

{lead_first_name} {lead_last_name}
{supplier_name}

assistant:
Hey {lead_first_name} - 

That sounds like a super exciting event! Schitt’s Creek is definitely a favorite. 
 
Please let me know if you run into any questions. 
 
Cheers, 
{agent_name}
"
"Hi {agent_name}, 
 

 Thanks, yes I am the correct contact for group reservations. 
 I was concerned about your quote email from 9/20/23 .... worried it was spam and did not want to click on links. 
 

 I tried calling the phone # of Anand  646 688-0433 and have left messages. 
 

 Please text me at 435 649-1674 and will call you right back.  
 

 I hope it works to play music for you! 
 

 Thanks, 
 {lead_first_name} {lead_last_name}","Hey {lead_first_name}, 
 
 Great to hear from you and I'm glad you're the right person to discuss group reservations with. 
 
No worries, I can understand why you'd be cautious in this day and age, this is why we built Reposite. Becoming a full member will connect you with more genuine quote requests like this one. You can check out the details <a href={membership_link}> here </a> .
 
As for connecting with Anand and discussing your quote further, my colleague Dan actually runs Q&A sessions twice a week where you can have any questions answered. You may sign up for Tuesday's session here: https://us02web.zoom.us/meeting/register/tZIoce2upjsuHNwRrZ06ZQ-n0R3QmpL585nc#/registration or for Thursday's session here: https://us02web.zoom.us/meeting/register/tZUrcu2qqz0jE9EswvqkJHpkEm_C6SvFd2dx#/registration 
 
Just let me know which you pick so I can alert Dan. 
 
Would you like me to share the quote request with you once again? 
 
 Cheers, 
 {agent_name}","Example 13: {agent_name} reassures a prospect that the quote request is genuine and provides webinar and calendar links.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Hi {agent_name}, 
 

 Thanks, yes I am the correct contact for group reservations. 
 I was concerned about your quote email from 9/20/23 .... worried it was spam and did not want to click on links. 
 

 I tried calling the phone # of Anand  646 688-0433 and have left messages. 
 

 Please text me at 435 649-1674 and will call you right back.  
 

 I hope it works to play music for you! 
 

 Thanks, 
 {lead_first_name} {lead_last_name}

Assistant:
Hey {lead_first_name}, 
 
Great to hear from you and I'm glad you're the right person to discuss group reservations with. 
 
No worries, I can understand why you'd be cautious of external links. For some additional context, {reseller_org_name} is looking for a {category} for a group of {group_size} in {destination} from {trip_dates}. It was originally sent to {email}, but if you're unable to find it in your inbox, you can view it and all the details directly in the platform by registering via <a href={nmqrurl}> link </a>. 

If you would like to learn more about Reposite from a team member, we run bi-weekly profile optimization webinars with our new members, we have some room in the next one so I could squeeze you in if you register <a href={webinar_link}> here </a>.

If you’d prefer a one-on-one, you can schedule a call on the <a href={calendar_link}> calendar </a> that works best for you.
 
 Cheers, 
 {agent_name}
"
"Hi {agent_name},
 Thank you for reaching out, yes this is the best email to reach us at! I sent information back to the client but I am waiting to hear back from them still. I met with Brenden and Anand from your team the other day and they got me all caught up on your platform!
 {lead_first_name} {lead_last_name}
 {supplier_name} {email}","Hello {lead_first_name},
 Thanks for your quick response and taking the time to meet Brenden and Anand! I'm thrilled you're getting acquainted with Reposite. 
 
While you're transitioning to our platform and securing more group reservations, I'd highly encourage considering our full membership program. It provides unlimited leads for a full year with no hidden fees or commissions and offers unlimited access to outbound prospecting tools to connect with over 2,100+ planners in our network. You can check out the details <a href={membership_link}> here </a> .
 
 Are you currently using any other sources or tools to generate consistent group business? 
 
Best, 
{agent_name}","Example 14: {agent_name} encourages the prospect to sign up for the membership after talking with a team member and differentiates between Open Table and Reposite.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Hi {agent_name},
 Thank you for reaching out, yes this is the best email to reach us at! I sent information back to the client but I am waiting to hear back from them still. I met with Brenden and Anand from your team the other day and they got me all caught up on your platform!
 {lead_first_name} {lead_last_name}
 {supplier_name} {email}

Assistant:
Hello {lead_first_name},

Thanks for your quick response and taking the time to meet with the team! I'm excited to hear you're getting acquainted with Reposite. 
 
Just in case you have not already, please feel free to take a look at this short <a href={demo_link}> demo </a> of the platform and our Membership Overview <a href={membership_link}> page </a>. If you decide to move forward, you can purchase the subscription <a href={signup_link}> here </a>.

Please let us know if you need anything!

{agent_name}

User:
Hi {agent_name},
 I spoke with our team and they approved me to sign up for the Membership once it looks like we will get a booking. For now, we will wait it out and see what comes our way. We primarily market with OpenTable for standard dining and directly to other local DMCs and concierges right now, but we are not using any formal platforms to do so.
 {lead_first_name} {lead_last_name}
 {supplier_name} {email}

Assistant:

Hey {lead_first_name} - 

Thanks for the update. Basic plan users can maintain a free profile on the platform that is shareable with their existing network of planners. In other words, if you already have great connections with corporate meeting planners, travel agents, tour operators, etc and you want a tool for managing those relationships more efficiently, you can use Reposite to give your partners updates on pricing, menus, new offerings, etc. from one centralized workspace. Bookings that happen on the basic plan incur a 15% commission.

However, if you are looking to expand your network and drive more custom groups and private events, you'd want to upgrade to a membership. This will give you access to all relevant leads in your market, in addition to our prospecting tool, Discover, which allows you to filter through Reposite's network of professional planners who send business to your city.

OpenTable is great for B2C business and we’re definitely not mean to replace that but the Reposite membership is designed to connect you with a hard to reach audience, professional travel and event planners, to bring consistent group business and long term connections to suppliers like {supplier_name}. 

If you would like to jump on a quick call to walk through the difference between the free and paid plans, you can book a time that works for you on the <a href={calendar_link}> calendar </a>.

Best,
{agent_name}
"
"Hello, 
 Yes, I am. However, we have never signed up for Reposite nor are we affiliated with said company. 
 I am not aware of any new reservations through Reposite? 
 {lead_first_name} {lead_last_name}","Hi there, {lead_first_name}!

Thanks for the quick reply. My apologies for any misunderstanding. Looks like one of the professional planners we work with, {reseller_org_name}, found your details exciting for their upcoming event and used Reposite's platform to send your team a quote request for their {destination} itinerary. You received your quote request because the planner found you suited for their needs. If you don't see it in your inbox, you can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .. 

I recommend becoming a full Reposite Member to receive more quote requests like this one. Being a member allows you to foster relationships and spark new connections with our growing network of professional travel & event planners. It works well for drawing in more group business. You can check out the details <a href={membership_link}> here </a> .

What do you think – does growing your groups business sound appealing to you? 

Best, 
{agent_name}","Example 15: {agent_name} clarifies what Reposite is and encourages a prospect to sign up.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Hello, 
 Yes, I am. However, we have never signed up for Reposite nor are we affiliated with said company. 
 I am not aware of any new reservations through Reposite? 
 {lead_first_name} {lead_last_name}

Assistant:
Hi there, {lead_first_name}!

Thanks for the quick reply. My apologies for any misunderstanding. Looks like one of the professional planners we work with, {reseller_org_name}, found your details exciting for their upcoming event and used Reposite's platform to send your team a quote request for their {destination} itinerary. You received your quote request because the planner found you suited for their needs. If you don't see it in your inbox, you can view the details and respond directly to {reseller_org_name} <a href={nmqrurl}> here </a> .

I recommend becoming a full Reposite Member to receive more quote requests like this one. Being a member allows you to foster relationships and spark new connections with our growing network of professional travel & event planners. It works well for drawing in more group business.  You can check out the details of our membership <a href={membership_link}> here </a> and this short <a href={demo_link}> demo </a> of the platform to see what Reposite is all about.

What do you think – does growing your groups business sound appealing to you? 

Best, 
{agent_name}

User:
Hello,
 Thank you for your response. 
 We are definitely interested and will look into it.
 

 {lead_first_name} {lead_last_name}

Assistant:
Hi {lead_first_name},

That's fantastic! To get started, first, you can respond to {reseller_org_name}' request from your basic free plan <a href={nmqrurl}> here </a> .To unlock the full benefits, you can upgrade to our membership plan at any time using <a href={membership_link}> this link </a> . 

Are there specific types of planners or events that you're particularly wanting to connect with? 

Cheers, 
{agent_name}"
"Good morning  {agent_name},  yes  is very relevant  to my business , can you help me and let me know how this works with Reposite?","Good morning {lead_first_name},

Certainly, I'd be happy to explain how Reposite works!

Reposite is a platform where suppliers like {supplier_name} can showcase their services to travel and event planners. 

{reseller_org_name}, a travel planner we work with, initiated a group reservation request for your services for a trip in {destination}. You can see the details and respond to this request directly through Reposite via the following <a href={nmqrurl}> link </a>.

There’s no cost to sign up, create your profile, and respond to this lead within Reposite. We do charge a commission on successful bookings but through our <a href={membership_link}> Membership Program </a>, you receive all matching inbound leads with all commissions waived. You also gain full access to our network of planners, networking events, and virtual meet and greets. 

If you are interested in discussing membership benefits with a team member, you can schedule an appointment on my colleague’s <a href={calendar_link}> calendar </a> that works best for you.

Are you currently using any other sales or marketing tools to grow your groups business?

Best,
{agent_name}
","Example 16: {agent_name} clarifies what Reposite is and encourages a prospect to sign up.

User:
Good morning  {agent_name},  yes  is very relevant  to my business , can you help me and let me know how this works with Reposite?

Assistant:
Good morning {lead_first_name},

Certainly, I'd be happy to explain how Reposite works!

Reposite is a platform where suppliers like {supplier_name} can showcase their services to travel and event planners. 

{reseller_org_name}, a travel planner we work with, initiated a group reservation request for your services for a trip in {destination}. You can see the details and respond to this request directly through Reposite via the following <a href={nmqrurl}> link </a>.

There’s no cost to sign up, create your profile, and respond to this lead within Reposite. We do charge a commission on successful bookings but through our <a href={membership_link}> Membership Program </a>, you receive all matching inbound leads with all commissions waived. You also gain full access to our network of planners, networking events, and virtual meet and greets. 

If you are interested in discussing membership benefits with a team member, you can schedule an appointment on my colleague’s <a href={calendar_link}> calendar </a> that works best for you.

Are you currently using any other sales or marketing tools to grow your groups business?

Best,
{agent_name}
"
"I'm not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).
 

 He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.
 

 Looking forward to working with you, though!
 {lead_first_name} {lead_last_name}","Thanks {lead_first_name}! 
 
 I’ll contact Jason directly, appreciate you pointing me in the right direction.
 
 Cheers,
 {agent_name}.","Example 17: {agent_name} gets information on who to message and thanks the prospect for pointing them in the right direction.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
I'm not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).
 

 He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.
 

 Looking forward to working with you, though!
 {lead_first_name} {lead_last_name}

Assistant:
Thanks {lead_first_name}! 
 
 I’ll contact Jason directly, appreciate you pointing me in the right direction.
 
 Cheers,
 {agent_name}."
"Good Morning, {agent_name}, 
 

 Lex Turnbull (copied) coordinates space rentals for events, meetings, etc. Please know that we are not interested in signing up with Reposite, but are happy to arrange an event rental with interested parties. 
 

 Many thanks, 
 

 {lead_first_name} {lead_last_name}","Thanks {lead_first_name}, and apologies for any confusion. Happy to provide a little more context -
 
Reposite is a marketplace connecting travel & event professionals to sought after suppliers like yourself. Through Reposite you can gain access to hundreds of new travel & event planners who are planning trips in your area. In this instance one of our planners is actively planning a trip, thought you looked like a great fit, and reached out to request a quote. There’s no cost to sign up, create your profile, connect to existing partners, and respond to this lead within Reposite using this <a href={nmqrurl}> link </a> .
 
On our basic free plan, we charge a commission on all successful bookings. Through our Membership program ({price} annually), you receive matching inbound leads and group planner partnerships with all commissions and fees waived. It's worth noting that our average group size is 72, and we've seen a pickup in activity in the {destination} area recently. It's a no brainer if you're looking to grow your pipeline of repeatable group business.  You can check out the details <a href={membership_link}> here </a> .
 
 Do you have other tools/platforms that you use to drive group business to {supplier_name}?
 
 {agent_name}","Example 18: {agent_name} messages a prospect who doesn't want to sign up but wants the business with why signing up for Reposite is a good idea.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Good Morning, {agent_name}, 
 
 Lex Turnbull (copied) coordinates space rentals for events, meetings, etc. Please know that we are not interested in signing up with Reposite, but are happy to arrange an event rental with interested parties. 
 
Many thanks, 
 
{lead_first_name} {lead_last_name}

Assistant:
Hi {lead_first_name},

Thanks for the update and I understand that this might be a new way of doing business for you.

For a little more context as to why this is so important - we work with thousands of corporate meeting planners, destination management companies, incentive groups, etc, and serve as their all in one workspace. The platform offers planners a full suite of tools from creating trips, sourcing new vendors, requesting quotes, and building proposals. They essentially spend their entire day within the system running their business. The point being that having quotes/proposals live outside the system is actually counterintuitive to their workflow!

In addition to that the great part is that once you are all set up you can actually reply to the new leads directly from your inbox since we integrate with your email, so you don't have to login each time a new request is sent your way. 

The first lead with Reposite is always free. After that, we recommend upgrading to our membership plan to continue receiving group requests like this one. More importantly, the <a href={membership_link}> membership </a> offers unlimited access to our Discover tool to allow you to find and connect with professional planners who consistently plan meetings, events, and leisure travel itineraries in your city.

If you choose not to upgrade to our membership plan, you are able to maintain a free profile but you will not have access to the business development tools that the platform offers. You may receive a lead from time to time, but only when Reposite’s current network of suppliers in your area cannot fulfill the request. If a lead were to book, you’d owe Reposite a 15% commission.

Would you like to set up a meeting to discuss further?
 
{agent_name}
"
"Hi {agent_name},

You should speak to Max (cc)
Bästa Hälsning, Paul ","Hi Max,

Great to meet you and thanks for reaching out! The reason I'm contacting you is to provide some assistance on your first group reservation request from {reseller_org_name} you've received through Reposite.

You can get all the details and complete your quote submission using this link . This first lead is complimentary - meaning no fees unless you're awarded the booking!

Furthermore, seeing that Ocean Bus Stockholm might be interested in more group leads similar to this one, I would highly suggest taking a look at our full membership offers. The full membership lets you take control and gain full visibility of our platform, which ultimately leads to building long-term relationships with prestigious event & travel planners, just like {reseller_org_name}. You can deliberate over all of the membership details here .

By the way, do you currently have any other methods or platforms to source group bookings?

Best,
{agent_name} ","Example 19: {agent_name} messages a prospect with why signing up for Reposite is a good idea.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User: 
Hi {agent_name},

You should speak to Max (cc)
Bästa Hälsning, Paul 

User:
0Hi {agent_name}, 

How can I help you? 

//Max 

Assistant:
Hi Max,

Great to meet you and thanks for reaching out! The reason I'm contacting you is to provide some assistance on your first group reservation request from {reseller_org_name} you've received through Reposite.

You can get all the details and complete your quote submission using this <a href={nmqrurl}> link </a> . This first lead is complimentary - meaning no fees unless you're awarded the booking!

Furthermore, seeing that {supplier_name} might be interested in more group leads similar to this one, I would highly suggest taking a look at our full membership offers. The full membership lets you take control and gain full visibility of our platform, which ultimately leads to building long-term relationships with prestigious event & travel planners, just like {reseller_org_name}. You can deliberate over all of the membership details <a href={membership_link}> here </a> .

By the way, do you currently have any other methods or platforms to source group bookings?

Best,
{agent_name}
"
"Greetings,
  
 My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
  
 Please let us know if this can be answer by email instead.
  
 Cordially,
 {lead_first_name} {lead_last_name}
 E. {email}","Hi {lead_first_name},
 
 Certainly, I'm happy to correspond over email instead.
 
 The message you received was to inform you that your property, {supplier_name}, was identified by a travel planner using Reposite to plan their group travel. You can review the quote request and respond to {reseller_org_name} using this <a href={nmqrurl}> link </a> .
 
 To unlock full benefits such as connecting with more professional planners and receiving unlimited leads, I would recommend considering an upgrade to our full membership. All the features and benefits for becoming members are <a href={membership_link}> here </a> .
 
Before we proceed, are you the right person to discuss group reservations for {supplier_name}?

Best,
{agent_name}","Example 20: {agent_name} shares the details of the quote request with a prospect.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Greetings,
  
 My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
  
 Please let us know if this can be answer by email instead.
  
 Cordially,
 {lead_first_name} {lead_last_name}
 E. {email}

Assistant:
Hi {lead_first_name},
 
You have to log in to view your first quote request but after that you will receive updates and can respond via email.
 
The initial emai you received was to inform you that your property, {supplier_name}, was identified by a travel planner using Reposite to plan their group travel. You can review the quote request and respond to {reseller_org_name} using this <a href={nmqrurl}> link </a> .
 
If you are looking to  connect with more professional planners and receiving these types of  leads, I would recommend considering an upgrade to our full membership. All the features and benefits for becoming members are <a href={membership_link}> here </a> . You can also check out this short <a href={demo_link}> demo </a> of the platform.

Does that work for you}?

Best,
{agent_name}

User:
Hi {agent_name}, Thanks for your email. How can I enter the free basic account?
  
The right person is our Director of Sales, Ada Mabel Rivera. 
  
  
 {lead_first_name} {lead_last_name}
 

 E. {email}

Assistant:
Hi {lead_first_name},
 
Thanks for your prompt response. To access your free basic account, you simply need to log in through the Reposite website using the credentials you created when you registered. If you're encountering any problems logging in, you can use this <a href={nmqrurl}> link </a> to access the quote.
 
Since discussions about annual fees would be suited for Ada Mabel Rivera, the Director of Sales, could you possibly share her contact information? That way, I can directly reach out to her to discuss the benefits of our full membership, which indeed carries an annual fee, and the value it can provide for {supplier_name}'s group reservations.
 
Best,
{agent_name}

User:
Greetings {agent_name}, 
  
I checked with our reservations department if they have the RFP and they don’t have it.
  
 The email of Ada is: adrivera@elconvento.com
  
 Thank you, 
  
  
 {lead_first_name} {lead_last_name}
 

 E. {email}

Assistant:
Thanks {lead_first_name}! I will contact Ava directly on their email. The details of the quote request are below for your reference.
 
The quote request came from {reseller_org_name} -they're looking for a Restaurant for a group of {group_size} in {destination} in December. It was originally sent to {email}, but you can view it and all the details directly in the platform by registering via this <a href={nmqrurl}> link </a> .. Since this is your first lead, it's complimentary to log in, view and respond directly to {reseller_org_name}. 
 
Let me know if you have trouble seeing the details from the link above.
 
Cheers,
{agent_name}
"
"Dear All
 we are able to arrange transfer for {reseller_org_name}
 Please send us your request.
 

  Regards
 {lead_first_name} 
 

 

 {lead_first_name}
 {supplier_name}
 {email}","Hi {lead_first_name}, 

Great to hear that you're ready to discuss more regarding the request from {reseller_org_name} for their group visit to {destination}. You can view all the details of that request and communicate directly with {reseller_org_name} using this <a href={nmqrurl}> link </a> . 
But Reposite isn't just a platform for catching quote requests! With a full Reposite Membership, {supplier_name} can actively seek and secure business with hundreds of professional group travel & event planners, fostering relationships that can lead to repeated group business. All the info on becoming a member and unlocking these amazing opportunities can be found <a href={membership_link}> here </a> . 

Do you use any other platforms to generate group reservations and build consistent group business? 

Best, 
{agent_name}","Example 21: {agent_name} shares the benefits of the membership to a prospect who wants a follow up call later on.

Assistant:
Hey {lead_first_name} -

I just saw you got a group reservation request through Reposite from {reseller_org_name}!

Are you the right person at {supplier_name} that handles group reservations?

Cheers,
{agent_name}

User:
Dear All
 we are able to arrange transfer for {reseller_org_name}
 Please send us your request.
 
Regards,
{lead_first_name}
{supplier_name}
{email}

Assistant:
Hi {lead_first_name}, 

Great to hear that you're ready to discuss more regarding the request from {reseller_org_name} for their group of {group_size} visit to {destination}. You can view all the details of that request and communicate directly with {reseller_org_name} by registering via this <a href={nmqrurl}> link </a>.

Reposite offers the first lead for free so that our clients can sign up, experience the platform, and potentially land a booking at no risk to them! After the first lead, you have the opportunity to choose between our Basic Plan and Membership Plan which are both detailed on our <a href={membership_link}> Membership Overview </a>.

Do you use any other platforms to generate group reservations and build consistent group business? 

Best, 
{agent_name}

User:
Dear All
 could you please be so kind to keep in touch in December in order to give you more details and rates.
 Regards
 {lead_first_name}
 {supplier_name}

 {email}

Assistant:
Hey {lead_first_name},

Completely understand. However, given the timeline that {reseller_org_name} has to finalize this itinerary, I would highly suggest setting up the free basic account and responding to {reseller_org_name} ASAP so that they can consider your proposal. 

When would be a good time for us to connect?

{agent_name}
"
