User Message,Full Convo
"I'm not. The person you want to contact for group reservations is Jason Yelton (jason@dbrparkcity.com).
  
 

  He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.
  
 

  Looking forward to working with you, though!
  {lead_first_name} {lead_last_name}","Example 11: {agent_name} gets new contact and sends sign up instructions to new contact.
 

 Assistant:
 Hey {lead_first_name},
 
 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 
 Based on the details, do you feel like this lead is relevant for {supplier_name}?

 Cheers,
 {agent_name}
 

 User:
 I'm not the person you want to contact, for group reservations that is Jason Yelton (jason@dbrparkcity.com).
  
  He has all the information you'll need for available sections, group sizes, F&B minimums, menu options, etc.
  
  Looking forward to working with you, though!
  {lead_first_name} {lead_last_name}
 

Assistant:
Thanks {lead_first_name} I will reach out to Jason directly and I’m looking forward to working with you too! 
 
If you happen to chat with them, feel free to pass the below along with my contact information their way:

When you get a chance, can you  <a href={signup_link}> sign up </a> or <a href={login_link}> log in </a> and get a quote back to {reseller_org_name} so that you can be considered for this request?

You currently have an account on our free basic plan. Basic plan users can maintain a free profile on the platform that is shareable with their existing network of planners. In other words, if you already have great connections with corporate meeting planners, travel agents, tour operators, etc, you can use Reposite to give your partners updates on pricing, menus, new offerings, etc. from one centralized workspace.
 
However, if you are looking to expand your network and drive more bookings, you'd want to upgrade to a membership. This will give you access to all relevant leads in your market, in addition to our prospecting tool, Discover, which allows you to filter through Reposite's network of professional planners to make connections that lead to long-term partnerships and repeat bookings. You can find all the details about our membership plan <a href={membership_link}> here </a> and check out this short <a href={demo_link}> demo </a> of the platform.
  
 Please let me know if you have any questions.

 {agent_name}
"
"Greetings,
  
  My colleague forwards this information to my attention. We don’t see to have an account at Reposi.
  
  Please let us know if this can be answer by email instead.
  
  Cordially,
  {lead_first_name} {lead_last_name}
  E. {email}","Example 12: {agent_name} shares the details of the quote request with a prospect.
 

 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 Greetings,
  
 My colleague forwarded this information to my attention. 
  
 Please let us know if this can be answer by email instead.
  
 Cordially,
  {lead_first_name} {lead_last_name}
  {email}
 

 Assistant:
 Hi {lead_first_name},
  
 Someone from your team created an account on Reposite under {email} (don’t worry it could have been a while ago or an old colleague, happens all the time). 
 

 To answer this request, you can log in with {email} and use the reset password function or you can add another email to your existing account by going through our very abbreviated sign up flow. Please go to this <a href={signup_link}> link </a> and sign up under suppliers with a new email and password. For organization name, be sure to enter {supplier_name} exactly as it is here so that you are added to the existing account. From there you'll be able to navigate to the quotes dashboard and respond to this request.  
 

 Since Reposite is a new tool for you, you can check out our <a href={membership_link}> membership page </a> and this short <a href={demo_link}> demo </a> of the platform to get a better idea of what we do! 
 

 Please let me know if this information was helpful or if you'd like to schedule a brief call to go over anything live!
 

 Best,
 {agent_name}"
"{agent_name}, 
 

 Yes I'm very much that person indeed! I've been dealing with some personal family issues as of late that have finally come to rest.  
 My business is growing quite rapidly and I;ve been burning the candle at both ends. i've already set aside some time to follow up on your opportunity in a much more professional manner sometime this afternoon, 
 

 Best Regards,
 {lead_first_name}","Example 13: {agent_name} urges a prospect to respond quickly/pitches membership.
 

 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 {agent_name}, 
 

 Yes I'm very much that person indeed! I've been dealing with some personal family issues as of late that have finally come to rest.  
 My business is growing quite rapidly and I've been burning the candle at both ends. i've already set aside some time to follow up on your opportunity in a much more professional manner sometime this afternoon, 
 

 Best Regards,
 {lead_first_name}
 

 Assistant:
 Hey {lead_first_name},
 

 Thanks for getting back to me, I appreciate your time with everything else going on!
 

 Glad to hear that you are available and able to get a quote back to {reseller_org_name}. I would definitely encourage you to send that over as soon as you can. The data shows that booking conversion increases by 50% when responses are sent within the first 24 hours so I wanted to make sure you have an opportunity to secure this business and get the most out of your Reposite experience.
 

 At the moment, you are on our Basic Plan which requires no upfront cost. I recommend upgrading to our <a href={membership_link}> membership plan </a> to continue receiving group requests like this one. More importantly, the membership plan offers unlimited access to our Discover tool to allow you to find and connect with professional planners who consistently plan meetings, events, and leisure travel itineraries in your city.
 

 If you choose not to upgrade to our membership plan, you are able to maintain a free profile but you will not have access to the business development tools that the platform offers (i.e. the Marketplace and the Discover tool). You may receive a lead from time to time, but only when Reposite’s current network of suppliers in your area cannot fulfill the request.
 

 If you’d like to set up a time to discuss further, you can reply with your availability or book at time on the <a href={calendar_link}> calendar </a> that works best for you.
 

 {agent_name}"
"I received the notification. Wasn't able to login. If you'll send over their contact info, I'd be glad to reach out. 
 

 {lead_first_name} {lead_last_name}","Example 14: {agent_name} explains the details of a login for a prospect who is having trouble logging in.
 

 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 

 I received the notification. Wasn't able to login. If you'll send over their contact info, I'd be glad to reach out. 
 

 {lead_first_name} {lead_last_name}
 

Assistant:
 

 You can reset your password from <a href={login_link}> here </a>. Unfortunately, the only way to communicate directly with the planner and be considered for the group would be through the platform. 
 

 For a little more context as to why this is so important - we work with thousands of corporate meeting planners, destination management companies, incentive groups, etc, and serve as their all in one workspace. The platform offers planners a full suite of tools from creating trips, sourcing new vendors, requesting quotes, and building proposals. They essentially spend their entire day within the system running their business. The point being that having quotes/proposals live outside the system is actually counterintuitive to their workflow.
 

 In addition to that, the great part is that once you are all set up you can actually reply to the new leads directly from your inbox since we integrate with your email, so you don't have to login each time a new request is sent your way.
 

 If you’d like additional assistance, you can reply with your availability or book at time on the <a href={calendar_link}> calendar </a> that works best for you.
 

 {agent_name}"
we're booked,"Example 15: {agent_name} encourages user to respond even though they are booked.
 

 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 

 Hi {agent_name},
 

 We are all booked up on those dates. Keep us in mind for future groups.
 

 Best,
 {lead_first_name} 
 

Assistant: 
 Hey {lead_first_name},
 

 Completely understand. Even though this specific group doesn't make sense, I still highly recommend responding just to build the relationship - {reseller_org_name} plans a lot of events in the area, and are looking for long-term supplier partners.
 

 Outside of this particular day, do you have capacity to bring on additional groups? If so, you can check out our <a href={membership_link}> membership plan </a> and this short <a href={demo_link}> demo </a> of the platform to get a better idea of how we can help drive consistent group bookings.
 
 

 {agent_name}"
I'll get to it,"Example 16: {agent_name} encourages user to respond within 24 hours.
 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 Yes, this lead is relevant. Thanks for the reminder {agent_name}. We’ll get to it when we can.
 

Assistant:
 

 Hey {lead_first_name},
 

 Thanks for getting back to me!
 Glad to hear that you are available and able to get a quote back to {reseller_org_name}. Totally understand you are busy, I'm only reaching out because the data shows that booking conversion increases by 50% when responses are sent within the first 24 hours so I wanted to make sure you have an opportunity to secure this business and get the most out of your Reposite experience! 
 

 At the moment, you are on our Basic Plan which requires no upfront cost. I recommend upgrading to our <a href={membership_link}> membership plan </a> to continue receiving group requests like this one. More importantly, the membership plan offers unlimited access to our Discover tool to allow you to find and connect with professional planners who consistently plan meetings, events, and leisure travel itineraries in your city.
 

 If you choose not to upgrade to our membership plan, you are able to maintain a free profile but you will not have access to the business development tools that the platform offers (i.e. the Marketplace and the Discover tool). You may receive a lead from time to time, but only when Reposite’s current network of suppliers in your area cannot fulfill the request.
 

 If you’d like to set up a time to discuss further, you can reply with your availability or book at time on the <a href={calendar_link}> calendar </a> that works best for you.
 

 {agent_name}"
what is Reposite,"Example 17: {agent_name} reiterates what Reposite is and encourages user to respond.
 

 Assistant:
 

 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 

 I’m not sure what you are talking about, what request?
 

 Assistant:
 

 Happy to provide some additional context. At some point, {email} created an account for {supplier_name} on Reposite but it may have been a while ago! Reposite is a marketplace connecting professional meeting and event planners to suppliers like yourself. For the planners, we make it easy for them to find what they need without having to do the research or outreach. For suppliers like you, we give you the opportunity to connect with thousands of professional planners in addition to capitalizing on live leads in your area. 
 
 You are currently on our Basic Plan which allows you to maintain a free profile on the platform but does not give you access to the most beneficial business development tools that we offer. Since you are new to the platform it might make sense to check out our <a href={membership_link}> membership page </a> and this short <a href={demo_link}> demo </a> of the platform to get a better idea of how we can help. 
 

 Are you using any other tools to connect with group planners?
 

 {agent_name}"
I responded already,"Example 18: {agent_name} thanks user for responding to the planner within the platform.
 Assistant:
 

 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 

 Hi {agent_name}. Yes, I sent a quote to {reseller_org_name}. What else do you need from me?
 

Assistant:
 

 Perfect, that’s great to hear and my apologies for following up without checking! 
 

 Considering your interest in working with these types of groups, it’s worth mentioning that you are currently on our Basic Plan which requires no upfront cost. I recommend upgrading to our <a href={membership_link}> membership plan </a> to receive consistent group requests like this one. More importantly, the membership plan offers unlimited access to our Discover tool to allow you to find and connect with professional planners who consistently plan meetings, events, and leisure travel itineraries in your city. You can also check out this short <a href={demo_link}> demo </a> of the platform to get a better idea of the platform and our membership benefits.
 

 If you’d like to set up a time to discuss further, you can reply with your availability or book at time on the <a href={calendar_link}> calendar </a> that works best for you.
 

 {agent_name}"
too much work,"Example 19: {agent_name} urges response when user says Reposite is too much work.
 

 Assistant:
 Hey {lead_first_name},

 I saw you just set up an account for {supplier_name} on Reposite! Congrats on being invited by {reseller_org_name}.

 Have you had a chance to respond to this request?

 {agent_name}
 

 User:
 Hi {agent_name},
 
 The platform won't work for us - it's a lot of double handling.
 Thanks
 

Assistant: 
Hi {lead_first_name},
 
Definitely understand that it might be a new way of operating for {supplier_name} but there’s a ton of opportunity to connect with our network of 3,000+ planners like {reseller_org_name}. 

Considering you already have an account, would it be worth responding to this one and potentially earning the booking?

We also recently were acquired by Cvent who has 125,000 active planners in their network who will all be given access to Reposite. You can find all the details about our membership plan <a href={membership_link}> here </a> and check out this short <a href={demo_link}> demo </a> of the platform.
   
 Please let me know if you have any questions.

 {agent_name}
"
wasn't able to log in,"Example 20: {agent_name} helps user who is having issues logging in.
 

 Assistant:
 

 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 I received the notification. Wasn't able to login. If you'll send over their contact info, I'd be glad to reach out. 
 

 {lead_first_name} {lead_last_name}
 

Assistant:
 Hi {lead_first_name},
 

 You can reset your password from <a href={login_link}> here </a>. If you've tried that with no luck, it might make sense to set up a brief call to solve the issue and give you a refresher on Reposite! We were recently acquired by Cvent, the world's largest event technology platform, so it might be a great time to discuss what the future of Reposite looks like and how we can help {supplier_name}. 
 

 You can reply with your availability or book at time on the <a href={calendar_link}> calendar </a> that works best for you.
 
 {agent_name}"
commissionable rate,"Example 21: {agent_name} confirms commission and pitches membership.
 

 Assistant
 

 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 Is there a commission?
 

 Assistant:
 

 Hey {lead_first_name},
 

 At the moment, you are on our Basic Free Plan. I recommend upgrading to our <a href={membership_link}> membership plan </a> to receive consistent group requests like this one. More importantly, the membership plan offers unlimited access to our Discover tool to allow you to find and connect with professional planners who consistently plan meetings, events, and leisure travel itineraries in your city.
 

 If you choose not to upgrade to our membership plan, you are able to maintain your free profile but you will not have access to the business development tools that the platform offers (i.e. the Marketplace and the Discover tool). You may receive a lead from time to time, but only when Reposite’s current network of suppliers in your area cannot fulfill the request, as was the case in this instance.
 

 To learn more, check out this short <a href={demo_link}> demo </a> or book at time on the <a href={calendar_link}> calendar </a> that works best for you.
 

 Best,
 {agent_name}"
yea that sounds great,"Example 22: {agent_name} points an interested member towards signing up for a demo.
 

 Assistant:
 Hey {lead_first_name},
 

 I saw that your Reposite profile just sparked some new interest! A planner {reseller_org_name} just sent you a new quote request - they're looking for {category} suppliers in {destination}.
 

 Based on the details, do you feel like this lead is relevant for {supplier_name}?
 

 Cheers,
 {agent_name}
 

 User:
 

 Yea, that sounds great, I love working with groups!
 

 Assistant:
 

 Hey {lead_first_name},
 

 That’s great to hear! 
 

 To reply with some pricing, just log in <a href={login_link}> via this link </a> and navigate to the quotes dashboard. Here you can go back and forth directly with {reseller_org_name}.
 

 If you’re looking to expand your network of planners and drive more custom groups and private events, I highly recommend checking out our <a href={membership_link}> membership plan </a>. It’s just {price} for the year and will give you access to all relevant leads in your market, in addition to our prospecting tool, Discover, which allows you to filter through Reposite's network of professional planners who send business to your city. 
 

 You can also check out this short <a href={demo_link}> demo </a> of the platform to get a better idea of membership benefits.
 

 If you’d like to set up a time to discuss further, you can book at time on the <a href={calendar_link}> calendar </a> that works best for you.
 

 {agent_name}"
